"","Site","Plot","Row","Column","Species.x","C_E_or_T.x","Rep.x","Germinate.x","Done?","Notes.x","Species.y","C_E_or_T.y","Rep.y","Germinate.y","Done","Notes.y"
"1",1,"A",1,1,"TROR","E",1,"8",NA,NA,"TROR","E",1,"8","Y",NA
"2",1,"A",1,2,"PLDE","E",1,"2",NA,NA,"PLDE","E",1,"2",NA,NA
"3",1,"A",1,3,"LARO","E",2,"4",NA,NA,"LARO","C",2,"4",NA,"Swap"
"4",1,"A",1,4,"VERO","E",3,"7",NA,NA,"VERO","E",3,"7","Y",NA
"5",1,"A",1,5,"HYGL","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"6",1,"A",1,6,"TRCY","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"7",1,"A",1,7,"PEAI","C",1,"6",NA,NA,"PEAI","C",1,"6",NA,NA
"8",1,"A",1,8,"PEAI","T",2,"10",NA,NA,"PEAI","T",2,"10",NA,NA
"9",1,"A",1,9,"PEAI","E",1,"1",NA,NA,"PEAI","E",1,"1","Y",NA
"10",1,"A",2,1,"ARCA","T",1,"6",NA,NA,"ARCA","E",3,"6",NA,"Swap"
"11",1,"A",2,2,"PLDE","E",2,"1",NA,NA,"PLDE","E",2,"1",NA,NA
"12",1,"A",2,3,"LARO","T",2,"7",NA,NA,"LARO","E",3,"7","Y","Swap"
"13",1,"A",2,4,"PLDE","C",1,"1",NA,NA,"PLDE","C",1,"1","Y",NA
"14",1,"A",2,5,"VERO","C",2,"2",NA,NA,"VERO","E",1,"2",NA,"Swap"
"15",1,"A",2,6,"HYGL","C",3,"1",NA,NA,"HYGL","C",3,"1",NA,NA
"16",1,"A",2,7,"TRCY","E",2,"10",NA,NA,"TRCY","E",2,"10",NA,NA
"17",1,"A",2,8,"ARCA","C",1,"1",NA,NA,"ARCA","C",1,"1","Y",NA
"18",1,"A",2,9,"PEAI","E",3,"9",NA,NA,"PEAI","E",3,"9",NA,NA
"19",1,"A",3,1,"TROR","C",3,"1",NA,NA,"TROR","C",3,"1","Y",NA
"20",1,"A",3,2,"VERO","T",2,"7",NA,NA,"VERO","T",2,"7",NA,NA
"21",1,"A",3,3,"POLE","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"22",1,"A",3,4,"POLE","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"23",1,"A",3,5,"HYGL","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"24",1,"A",3,6,"TROR","T",2,"5",NA,NA,"TROR","T",2,"5","Y",NA
"25",1,"A",3,7,"TRCY","E",3,"8",NA,NA,"TRCY","C",2,"8",NA,"Swap"
"26",1,"A",3,8,"HYGL","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"27",1,"A",3,9,"TROR","T",1,"7",NA,NA,"TROR","C",2,"7",NA,"Swap"
"28",1,"A",4,1,"TROR","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"29",1,"A",4,2,"PLDE","C",3,"5",NA,NA,"PLDE","C",3,"5",NA,NA
"30",1,"A",4,3,"POLE","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"31",1,"A",4,4,"POLE","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"32",1,"A",4,5,"TRCY","C",3,"9",NA,NA,"TRCY","C",3,"9",NA,NA
"33",1,"A",4,6,"VERO","E",1,"2",NA,NA,"VERO","C",2,"2",NA,"Swap"
"34",1,"A",4,7,"LARO","C",3,"6",NA,NA,"LARO","C",3,"6",NA,NA
"35",1,"A",4,8,"VERO","C",1,"1",NA,NA,"VERO","C",1,"1",NA,NA
"36",1,"A",4,9,"PLDE","T",2,"*",NA,NA,"PLDE","T",2,"*",NA,"Actually a VERO"
"37",1,"A",5,1,"VERO","E",2,"1",NA,NA,"VERO","E",2,"1",NA,NA
"38",1,"A",5,2,"TRCY","E",1,"9",NA,NA,"TRCY","E",1,"9","Y",NA
"39",1,"A",5,8,"POLE","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"40",1,"A",5,9,"LARO","C",2,"4",NA,NA,"LARO","E",2,"4",NA,"Swap"
"41",1,"A",6,1,"ARCA","C",2,"4",NA,NA,"ARCA","C",2,"4",NA,NA
"42",1,"A",6,2,"HYGL","E",1,"2",NA,NA,"HYGL","E",1,"2",NA,NA
"43",1,"A",6,8,"ARCA","T",2,"1",NA,NA,"ARCA","T",2,"1",NA,NA
"44",1,"A",6,9,"VERO","C",3,"1",NA,NA,"VERO","C",3,"1",NA,NA
"45",1,"A",7,1,"HYGL","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"46",1,"A",7,2,"HYGL","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"47",1,"A",7,8,"ARCA","E",1,"5",NA,NA,"ARCA","E",1,"5",NA,NA
"48",1,"A",7,9,"ARCA","E",3,"2",NA,NA,"ARCA","T",1,"2","Y","Swap"
"49",1,"A",8,1,"PLDE","E",3,"2",NA,NA,"PLDE","E",3,"2",NA,NA
"50",1,"A",8,2,"PEAI","E",2,"7",NA,NA,"PEAI","E",2,"7",NA,NA
"51",1,"A",8,3,"ARCA","C",3,"2",NA,NA,"ARCA","C",3,"2",NA,NA
"52",1,"A",8,4,"ARCA","E",2,"8",NA,NA,"ARCA","E",2,"8",NA,"Check flower"
"53",1,"A",8,6,"LARO","E",1,"1",NA,NA,"LARO","E",1,"1",NA,NA
"54",1,"A",8,7,"PEAI","C",3,"1",NA,NA,"PEAI","C",3,"1",NA,NA
"55",1,"A",8,8,"PLDE","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"56",1,"A",8,9,"TROR","E",2,"5",NA,NA,"TROR","C",1,"5",NA,"Swap"
"57",1,"A",9,1,"PLDE","T",1,"5",NA,NA,"PLDE","C",2,"5",NA,"Swap"
"58",1,"A",9,2,"PEAI","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"59",1,"A",9,3,"LARO","C",1,"2",NA,NA,"LARO","C",1,"2",NA,NA
"60",1,"A",9,4,"POLE","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"61",1,"A",9,6,"TRCY","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"62",1,"A",9,7,"LARO","E",3,"2",NA,NA,"LARO","T",2,"2","Y","Swap"
"63",1,"A",9,8,"TROR","E",3,"1",NA,NA,"TROR","E",3,"1","Y",NA
"64",1,"A",9,9,"TRCY","T",1,"14",NA,NA,"TRCY","C",1,"14",NA,"Swap"
"65",1,"A",10,1,"LARO","T",1,"4",NA,NA,"LARO","C",2,"4","Y","Swap"
"66",1,"A",10,2,"HYGL","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"67",1,"A",10,3,"VERO","T",1,"2",NA,NA,"VERO","T",1,"2",NA,NA
"68",1,"A",10,4,"TROR","C",1,"7",NA,NA,"TROR","E",2,"7",NA,"Swap"
"69",1,"A",10,6,"TRCY","C",2,"10",NA,NA,"TRCY","E",3,"10","Y","Swap. Almost dead, collect soon"
"70",1,"A",10,7,"PEAI","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"71",1,"A",10,8,"POLE","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"72",1,"A",10,9,"POLE","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"73",1,"B",1,1,"PLDE","T",2,"1",NA,NA,"PLDE","T",2,"1",NA,NA
"74",1,"B",1,2,"POLE","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"75",1,"B",1,3,"TRCY","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"76",1,"B",1,4,"TROR","C",1,"9",NA,NA,"TROR","C",1,"9","Y",NA
"77",1,"B",1,5,"VERO","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"78",1,"B",1,6,"HYGL","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"79",1,"B",1,7,"TROR","T",1,"1",NA,NA,"TROR","T",1,"1","Y",NA
"80",1,"B",1,8,"ARCA","C",2,"2",NA,NA,"ARCA","C",2,"2",NA,NA
"81",1,"B",1,9,"HYGL","C",1,"1",NA,NA,"HYGL","C",1,"1",NA,NA
"82",1,"B",2,1,"VERO","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"83",1,"B",2,2,"ARCA","T",1,"4",NA,NA,"ARCA","T",1,"4",NA,NA
"84",1,"B",2,3,"PLDE","E",2,"3",NA,NA,"PLDE","E",2,"3",NA,NA
"85",1,"B",2,4,"TRCY","C",3,"11",NA,NA,"TRCY","C",3,"11",NA,NA
"86",1,"B",2,5,"POLE","E",2,"2?",NA,NA,"POLE","E",2,"2?",NA,"Probably not my seed"
"87",1,"B",2,6,"HYGL","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"88",1,"B",2,7,"HYGL","E",1,"2",NA,NA,"HYGL","E",1,"2",NA,NA
"89",1,"B",2,8,"TROR","C",3,"10",NA,NA,"TROR","C",3,"10","Y",NA
"90",1,"B",2,9,"ARCA","E",1,"7",NA,NA,"ARCA","E",1,"7",NA,NA
"91",1,"B",3,1,"HYGL","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"92",1,"B",3,2,"POLE","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"93",1,"B",3,3,"PLDE","E",1,"8",NA,NA,"PLDE","C",3,"8",NA,"Swap"
"94",1,"B",3,4,"PEAI","E",1,"7",NA,NA,"PEAI","E",1,"7",NA,NA
"95",1,"B",3,5,"LARO","C",3,"6",NA,NA,"LARO","C",3,"6",NA,NA
"96",1,"B",3,6,"PEAI","T",1,"2",NA,NA,"PEAI","C",3,"2",NA,"Swap"
"97",1,"B",3,7,"LARO","E",3,"4",NA,NA,"LARO","E",3,"4",NA,NA
"98",1,"B",3,8,"TRCY","C",2,"8",NA,NA,"TRCY","C",2,"8",NA,NA
"99",1,"B",3,9,"HYGL","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"100",1,"B",4,1,"TROR","T",2,"6",NA,NA,"TROR","T",2,"6","Y",NA
"101",1,"B",4,2,"HYGL","C",3,"2",NA,NA,"HYGL","C",3,"2",NA,NA
"102",1,"B",4,3,"TRCY","E",2,"5",NA,NA,"TRCY","E",2,"5","Y",NA
"103",1,"B",4,4,"ARCA","C",3,"1",NA,NA,"ARCA","C",3,"1",NA,NA
"104",1,"B",4,5,"TROR","E",3,"1",NA,NA,"TROR","E",3,"1",NA,NA
"105",1,"B",4,6,"PEAI","C",1,"4",NA,NA,"PEAI","C",1,"4",NA,NA
"106",1,"B",4,7,"LARO","C",1,"4",NA,NA,"LARO","C",1,"4",NA,NA
"107",1,"B",4,8,"VERO","E",1,"1",NA,NA,"VERO","E",1,"1",NA,NA
"108",1,"B",4,9,"PLDE","C",1,"9",NA,NA,"PLDE","C",1,"9",NA,NA
"109",1,"B",5,1,"TROR","E",1,"1",NA,NA,"TROR","E",1,"1","Y",NA
"110",1,"B",5,2,"PLDE","T",1,"8",NA,NA,"PLDE","T",1,"8",NA,NA
"111",1,"B",5,8,"VERO","E",2,"3",NA,NA,"VERO","E",2,"3",NA,NA
"112",1,"B",5,9,"LARO","E",2,"8",NA,NA,"LARO","E",2,"8",NA,NA
"113",1,"B",6,1,"PEAI","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"114",1,"B",6,2,"HYGL","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"115",1,"B",6,8,"LARO","T",1,"4",NA,NA,"LARO","T",1,"4",NA,NA
"116",1,"B",6,9,"POLE","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"117",1,"B",7,1,"TROR","C",2,"3",NA,NA,"TROR","C",2,"3","Y",NA
"118",1,"B",7,2,"TRCY","C",1,"10",NA,NA,"TRCY","C",1,"10",NA,NA
"119",1,"B",7,8,"POLE","T",2,"2",NA,NA,"POLE","C",3,"2",NA,"Swap"
"120",1,"B",7,9,"PEAI","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"121",1,"B",8,1,"VERO","C",3,"5",NA,NA,"VERO","C",3,"5",NA,NA
"122",1,"B",8,2,"ARCA","T",2,"6",NA,NA,"ARCA","C",1,"6",NA,"Swap"
"123",1,"B",8,3,"LARO","C",2,"7",NA,NA,"LARO","C",2,"7",NA,NA
"124",1,"B",8,4,"TRCY","E",1,"14",NA,NA,"TRCY","E",1,"14","Y",NA
"125",1,"B",8,6,"ARCA","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"126",1,"B",8,7,"ARCA","E",3,"1",NA,NA,"ARCA","E",3,"1",NA,NA
"127",1,"B",8,8,"ARCA","E",2,"7",NA,NA,"ARCA","E",2,"7",NA,NA
"128",1,"B",8,9,"POLE","T",1,"2",NA,NA,"POLE","E",3,"2",NA,"Swap"
"129",1,"B",9,1,"VERO","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"130",1,"B",9,2,"TRCY","E",3,"11",NA,NA,"TRCY","E",3,"11","Y",NA
"131",1,"B",9,3,"LARO","T",2,"4",NA,NA,"LARO","T",2,"4",NA,NA
"132",1,"B",9,4,"PLDE","C",3,"1",NA,NA,"PLDE","E",1,"1",NA,"Swap"
"133",1,"B",9,6,"VERO","C",2,"1",NA,NA,"VERO","C",2,"1",NA,NA
"134",1,"B",9,7,"PLDE","C",2,"4",NA,NA,"PLDE","C",2,"4",NA,NA
"135",1,"B",9,8,"PEAI","E",2,"5",NA,NA,"PEAI","E",2,"5",NA,NA
"136",1,"B",9,9,"PLDE","E",3,"5",NA,NA,"PLDE","E",3,"5",NA,NA
"137",1,"B",10,1,"TROR","E",2,"6",NA,NA,"TROR","E",2,"6","Y",NA
"138",1,"B",10,2,"PEAI","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"139",1,"B",10,3,"TRCY","T",1,"11",NA,NA,"TRCY","T",1,"11",NA,NA
"140",1,"B",10,4,"PEAI","E",3,"3",NA,NA,"PEAI","E",3,"3",NA,NA
"141",1,"B",10,6,"LARO","E",1,"9",NA,NA,"LARO","E",1,"9","Y",NA
"142",1,"B",10,7,"POLE","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"143",1,"B",10,8,"POLE","E",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",1,"B",10,9,"VERO","C",1,"1",NA,NA,"VERO","C",1,"1",NA,NA
"145",1,"C",1,1,"PLDE","C",1,"10",NA,NA,"PLDE","C",1,"10",NA,NA
"146",1,"C",1,2,"VERO","T",1,"10",NA,NA,"VERO","C",2,"10",NA,"Swap"
"147",1,"C",1,3,"PLDE","T",1,"7",NA,NA,"PLDE","T",1,"7",NA,NA
"148",1,"C",1,4,"LARO","T",2,"5",NA,NA,"LARO","T",2,"5",NA,NA
"149",1,"C",1,5,"HYGL","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"150",1,"C",1,6,"TROR","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"151",1,"C",1,7,"POLE","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"152",1,"C",1,8,"LARO","E",1,"2",NA,NA,"LARO","E",1,"2",NA,NA
"153",1,"C",1,9,"TRCY","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"154",1,"C",2,1,"VERO","T",2,"6",NA,NA,"VERO","E",2,"6",NA,"Swap"
"155",1,"C",2,2,"PEAI","C",3,"5",NA,NA,"PEAI","C",3,"5",NA,NA
"156",1,"C",2,3,"ARCA","E",3,"2",NA,NA,"ARCA","E",3,"2",NA,"Missed a flower head, one seed collected from it"
"157",1,"C",2,4,"POLE","E",1,"1",NA,NA,"POLE","E",1,"1",NA,NA
"158",1,"C",2,5,"TROR","T",1,"7",NA,NA,"TROR","C",3,"7",NA,"Swap"
"159",1,"C",2,6,"POLE","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"160",1,"C",2,7,"TROR","C",2,"3",NA,NA,"TROR","E",2,"3","Y",NA
"161",1,"C",2,8,"PLDE","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"162",1,"C",2,9,"TROR","E",3,"4",NA,NA,"TROR","E",3,"4","Y",NA
"163",1,"C",3,1,"HYGL","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"164",1,"C",3,2,"PEAI","C",1,"1",NA,NA,"PEAI","C",1,"1",NA,NA
"165",1,"C",3,3,"TRCY","C",2,"8",NA,NA,"TRCY","C",2,"8",NA,NA
"166",1,"C",3,4,"HYGL","T",2,"2",NA,NA,"HYGL","C",3,"2","Y","Swap"
"167",1,"C",3,5,"TROR","E",2,"4",NA,NA,"TROR","C",2,"4",NA,"Swap"
"168",1,"C",3,6,"LARO","C",2,"1",NA,NA,"LARO","C",2,"1","Y",NA
"169",1,"C",3,7,"PEAI","E",2,"1",NA,NA,"PEAI","E",2,"1",NA,NA
"170",1,"C",3,8,"PLDE","E",2,"5",NA,NA,"PLDE","E",2,"5",NA,NA
"171",1,"C",3,9,"POLE","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"172",1,"C",4,1,"PLDE","E",3,"3",NA,NA,"PLDE","E",3,"3",NA,NA
"173",1,"C",4,2,"PLDE","C",2,"11",NA,NA,"PLDE","C",2,"11",NA,NA
"174",1,"C",4,3,"HYGL","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"175",1,"C",4,4,"TRCY","T",1,"8",NA,NA,"TRCY","C",3,"8",NA,"Swap"
"176",1,"C",4,5,"TROR","C",1,"3",NA,NA,"TROR","E",1,"3","Y","Swap"
"177",1,"C",4,6,"TRCY","E",1,"8",NA,NA,"TRCY","E",1,"8","Y",NA
"178",1,"C",4,7,"TRCY","C",1,"3",NA,NA,"TRCY","C",1,"3",NA,NA
"179",1,"C",4,8,"VERO","E",3,"1",NA,NA,"VERO","E",3,"1",NA,"Probably not my seed"
"180",1,"C",4,9,"LARO","C",3,"3",NA,NA,"LARO","C",3,"3",NA,NA
"181",1,"C",5,1,"POLE","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"182",1,"C",5,2,"POLE","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"183",1,"C",5,8,"ARCA","C",2,"1",NA,NA,"ARCA","E",2,"1",NA,"Swap"
"184",1,"C",5,9,"HYGL","E",3,"4",NA,NA,"HYGL","E",3,"4","Y",NA
"185",1,"C",6,1,"ARCA","T",2,"1",NA,NA,"ARCA","T",2,"1",NA,NA
"186",1,"C",6,2,"VERO","C",3,"1",NA,NA,"VERO","C",3,"1",NA,NA
"187",1,"C",6,8,"LARO","C",1,"1",NA,NA,"LARO","C",1,"1",NA,NA
"188",1,"C",6,9,"TROR","T",2,"2",NA,NA,"TROR","T",2,"2","Y","Swap"
"189",1,"C",7,1,"PEAI","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"190",1,"C",7,2,"POLE","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"191",1,"C",7,8,"LARO","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"192",1,"C",7,9,"POLE","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"193",1,"C",8,1,"PLDE","E",1,"1",NA,NA,"PLDE","E",1,"1","Y",NA
"194",1,"C",8,2,"ARCA","E",1,"2",NA,NA,"ARCA","E",1,"2","Y",NA
"195",1,"C",8,3,"LARO","E",2,"2",NA,NA,"LARO","E",2,"2","Y",NA
"196",1,"C",8,4,"PEAI","T",2,"5",NA,NA,"PEAI","E",1,"5",NA,"Swap"
"197",1,"C",8,6,"PLDE","C",3,"3",NA,NA,"PLDE","C",3,"3",NA,NA
"198",1,"C",8,7,"VERO","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"199",1,"C",8,8,"TRCY","T",2,"1",NA,NA,"TRCY","E",2,"1","Y","Swap"
"200",1,"C",8,9,"ARCA","T",1,"1",NA,NA,"ARCA","T",1,"1","Y",NA
"201",1,"C",9,1,"LARO","T",1,"4",NA,NA,"LARO","E",3,"4",NA,"Swap"
"202",1,"C",9,2,"ARCA","C",1,"3",NA,NA,"ARCA","C",1,"3",NA,NA
"203",1,"C",9,3,"TROR","E",1,"6",NA,NA,"TROR","C",1,"6","Y","Swap"
"204",1,"C",9,4,"ARCA","E",2,"2",NA,NA,"ARCA","C",2,"2","Y","Swap"
"205",1,"C",9,6,"VERO","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"206",1,"C",9,7,"ARCA","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"207",1,"C",9,8,"VERO","C",2,"1",NA,NA,"VERO","E",1,"1",NA,"Swap"
"208",1,"C",9,9,"HYGL","C",2,"7",NA,NA,"HYGL","C",2,"7",NA,NA
"209",1,"C",10,1,"PEAI","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"210",1,"C",10,2,"PEAI","C",2,"3",NA,NA,"PEAI","C",2,"3",NA,NA
"211",1,"C",10,3,"VERO","C",1,"5",NA,NA,"VERO","C",1,"5",NA,NA
"212",1,"C",10,4,"TRCY","E",3,"12",NA,NA,"TRCY","E",3,"12",NA,NA
"213",1,"C",10,6,"HYGL","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"214",1,"C",10,7,"PEAI","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"215",1,"C",10,8,"TRCY","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"216",1,"C",10,9,"HYGL","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"217",2,"A",1,1,"LARO","T",1,"5",NA,NA,"LARO","T",1,"5",NA,NA
"218",2,"A",1,2,"TROR","E",2,"1",NA,NA,"TROR","E",2,"1","Y",NA
"219",2,"A",1,3,"ARCA","C",1,"9",NA,NA,"ARCA","C",1,"9",NA,NA
"220",2,"A",1,4,"LARO","T",2,"6",NA,NA,"LARO","T",2,"6",NA,NA
"221",2,"A",1,5,"VERO","T",1,"8",NA,NA,"VERO","E",3,"8",NA,"Swap"
"222",2,"A",1,6,"POLE","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"223",2,"A",1,7,"POLE","C",1,"2",NA,NA,"POLE","C",1,"2",NA,NA
"224",2,"A",1,8,"ARCA","C",2,"4",NA,NA,"ARCA","C",2,"4","Y",NA
"225",2,"A",1,9,"HYGL","C",3,"5",NA,NA,"HYGL","C",3,"5",NA,NA
"226",2,"A",2,1,"HYGL","E",1,"5",NA,NA,"HYGL","E",1,"5",NA,NA
"227",2,"A",2,2,"HYGL","E",3,"5",NA,NA,"HYGL","E",3,"5","Y",NA
"228",2,"A",2,3,"TROR","T",2,"5",NA,NA,"TROR","T",2,"5",NA,NA
"229",2,"A",2,4,"POLE","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"230",2,"A",2,5,"TROR","E",3,"5",NA,NA,"TROR","E",3,"5","Y",NA
"231",2,"A",2,6,"HYGL","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"232",2,"A",2,7,"TROR","T",1,"7",NA,NA,"TROR","C",2,"7",NA,"Swap"
"233",2,"A",2,8,"PEAI","T",1,"3",NA,NA,"PEAI","T",1,"3",NA,NA
"234",2,"A",2,9,"POLE","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"235",2,"A",3,1,"PLDE","C",1,"4",NA,NA,"PLDE","C",1,"4","Y",NA
"236",2,"A",3,2,"LARO","E",1,"4",NA,NA,"LARO","E",1,"4","Y",NA
"237",2,"A",3,3,"TRCY","E",2,"4",NA,NA,"TRCY","E",2,"4",NA,NA
"238",2,"A",3,4,"PEAI","C",3,"8",NA,NA,"PEAI","C",3,"8",NA,NA
"239",2,"A",3,5,"TRCY","T",2,"14",NA,NA,"TRCY","T",2,"14",NA,NA
"240",2,"A",3,6,"LARO","C",3,"7",NA,NA,"LARO","C",3,"7",NA,NA
"241",2,"A",3,7,"LARO","E",2,"8",NA,NA,"LARO","E",2,"8",NA,NA
"242",2,"A",3,8,"PEAI","E",3,"4",NA,NA,"PEAI","E",3,"4",NA,NA
"243",2,"A",3,9,"TROR","C",3,"3",NA,NA,"TROR","C",3,"3",NA,NA
"244",2,"A",4,1,"PLDE","T",1,"9",NA,NA,"PLDE","E",3,"9",NA,"Swap"
"245",2,"A",4,2,"PEAI","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"246",2,"A",4,3,"ARCA","E",1,"7",NA,NA,"ARCA","E",1,"7",NA,NA
"247",2,"A",4,4,"TROR","C",1,"1",NA,NA,"TROR","C",1,"1","Y",NA
"248",2,"A",4,5,"POLE","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"249",2,"A",4,6,"TRCY","T",1,"9",NA,NA,"TRCY","E",3,"9",NA,"Swap"
"250",2,"A",4,7,"PEAI","E",1,"2",NA,NA,"PEAI","E",1,"2","Y",NA
"251",2,"A",4,8,"ARCA","C",3,"2",NA,NA,"ARCA","C",3,"2","Y",NA
"252",2,"A",4,9,"HYGL","C",2,"3",NA,NA,"HYGL","C",2,"3",NA,NA
"253",2,"A",5,1,"HYGL","E",2,"3",NA,NA,"HYGL","E",2,"3",NA,NA
"254",2,"A",5,2,"ARCA","E",2,"4",NA,NA,"ARCA","E",2,"4",NA,NA
"255",2,"A",5,8,"PEAI","C",2,"7",NA,NA,"PEAI","C",2,"7","Y",NA
"256",2,"A",5,9,"PLDE","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"257",2,"A",6,1,"LARO","C",1,"7",NA,NA,"LARO","C",1,"7","Y",NA
"258",2,"A",6,2,"TRCY","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"259",2,"A",6,8,"LARO","E",3,"1",NA,NA,"LARO","E",3,"1",NA,NA
"260",2,"A",6,9,"VERO","E",2,"10",NA,NA,"VERO","E",2,"10",NA,NA
"261",2,"A",7,1,"TRCY","E",1,"2",NA,NA,"TRCY","E",1,"2",NA,NA
"262",2,"A",7,2,"ARCA","E",3,"4",NA,NA,"ARCA","E",3,"4",NA,NA
"263",2,"A",7,8,"PLDE","E",1,"10",NA,NA,"PLDE","E",1,"10",NA,NA
"264",2,"A",7,9,"VERO","C",2,"7",NA,NA,"VERO","C",2,"7",NA,NA
"265",2,"A",8,1,"POLE","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"266",2,"A",8,2,"VERO","E",1,"10",NA,NA,"VERO","E",1,"10",NA,NA
"267",2,"A",8,3,"ARCA","T",1,"1",NA,NA,"ARCA","T",1,"1",NA,NA
"268",2,"A",8,4,"PLDE","C",2,"1",NA,NA,"PLDE","C",2,"1",NA,NA
"269",2,"A",8,6,"PLDE","E",2,"6",NA,NA,"PLDE","E",2,"6",NA,NA
"270",2,"A",8,7,"VERO","T",2,"9",NA,NA,"VERO","C",1,"9",NA,"Swap"
"271",2,"A",8,8,"TROR","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"272",2,"A",8,9,"TRCY","C",1,"2",NA,NA,"TRCY","C",1,"2",NA,NA
"273",2,"A",9,1,"VERO","E",3,"7",NA,NA,"VERO","T",1,"7",NA,"Swap"
"274",2,"A",9,2,"POLE","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"275",2,"A",9,3,"PLDE","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"276",2,"A",9,4,"ARCA","T",2,"2",NA,NA,"ARCA","T",2,"2","Y",NA
"277",2,"A",9,6,"LARO","C",2,"7",NA,NA,"LARO","C",2,"7","Y",NA
"278",2,"A",9,7,"TRCY","C",3,"9",NA,NA,"TRCY","C",3,"9",NA,NA
"279",2,"A",9,8,"TRCY","C",2,"10",NA,NA,"TRCY","C",2,"10",NA,NA
"280",2,"A",9,9,"PLDE","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
