Site,Plot,Row,Column,Species,C_E_or_T,Rep,Germinate,Done,Notes
8,C,3,5,PEAI,C,1,8,NA,NA
8,C,4,1,LARO,E,3,6,NA,NA
8,C,4,2,LARO,C,2,1,NA,NA
8,C,4,5,VERO,E,2,1,NA,NA
8,C,5,8,PEAI,E,2,6,NA,NA
8,C,6,1,TROR,C,3,2,NA,Swap
8,C,6,8,PEAI,E,1,10,NA,Swap
8,C,7,9,PEAI,C,3,3,NA,NA
8,C,9,1,VERO,C,1,3,NA,NA
8,C,9,2,PEAI,E,3,3,NA,NA
8,C,9,3,HYGL,C,1,1,NA,NA
8,C,9,4,TRCY,E,3,3,NA,Swap
8,C,9,8,LARO,T,2,4,NA,NA
8,C,9,9,TRCY,C,2,11,NA,NA
8,C,10,2,TRCY,C,1,8,NA,NA
8,C,10,3,TRCY,T,2,3,NA,NA
