"","Species","Site","Plot","Neighbours01","No_viable_seeds_grouped","log_seeds","total_no_nbh","total_nbh","plot_fecundity_no_nbh","mean_plot_fec_no_nbh","plot_fecundity_nbh","mean_plot_fec_nbh"
"42","LARO","1","B","1",0,0,45,72,10.0594674374635,11.25,8.27677252914336,24
"43","PEAI","1","B","1",235,5.45958551414416,9,615,9,9,298.831055949679,307.5
"44","LARO","1","B","0",16,2.77258872223978,45,72,10.0594674374635,11.25,8.27677252914336,24
"45","TRCY","1","B","1",20,2.99573227355399,11,37,11,11,10.1315940382018,12.3333333333333
"46","HYGL","1","B","1",0,0,38,31,38,38,5.56776436283002,15.5
"47","TROR","1","B","0",16,2.77258872223978,16,0,16,16,NA,NA
"48","PEAI","1","B","1",380,5.94017125272043,9,615,9,9,298.831055949679,307.5
"49","LARO","1","B","1",63,4.14313472639153,45,72,10.0594674374635,11.25,8.27677252914336,24
"50","PLDE","1","B","1",7,1.94591014905531,204,25,32.8282622209382,40.8,7.31861142004594,8.33333333333333
"51","PLDE","1","B","0",20,2.99573227355399,204,25,32.8282622209382,40.8,7.31861142004594,8.33333333333333
"52","VERO","1","B","0",26,3.25809653802148,26,24,26,26,11.8321595661992,12
"53","LARO","1","B","0",8,2.07944154167984,45,72,10.0594674374635,11.25,8.27677252914336,24
"54","LARO","1","B","0",16,2.77258872223978,45,72,10.0594674374635,11.25,8.27677252914336,24
"55","TRCY","1","B","1",13,2.56494935746154,11,37,11,11,10.1315940382018,12.3333333333333
"56","POLE","1","B","1",130,4.86753445045558,290,130,290,290,130,130
"57","LARO","1","B","1",9,2.19722457733622,45,72,10.0594674374635,11.25,8.27677252914336,24
"58","ARCA","1","B","0",44,3.78418963391826,64,17,16.3316209042784,21.3333333333333,17,17
"59","ARCA","1","B","0",9,2.19722457733622,64,17,16.3316209042784,21.3333333333333,17,17
"60","POLE","1","B","0",290,5.66988092298052,290,130,290,290,130,130
"61","LARO","1","B","0",5,1.6094379124341,45,72,10.0594674374635,11.25,8.27677252914336,24
"62","PLDE","1","B","0",30,3.40119738166216,204,25,32.8282622209382,40.8,7.31861142004594,8.33333333333333
"63","VERO","1","B","1",14,2.63905732961526,26,24,26,26,11.8321595661992,12
"64","PLDE","1","B","1",4,1.38629436111989,204,25,32.8282622209382,40.8,7.31861142004594,8.33333333333333
"65","PLDE","1","B","0",51,3.93182563272433,204,25,32.8282622209382,40.8,7.31861142004594,8.33333333333333
"66","TRCY","1","B","0",11,2.39789527279837,11,37,11,11,10.1315940382018,12.3333333333333
"67","PEAI","1","B","0",9,2.19722457733622,9,615,9,9,298.831055949679,307.5
"68","VERO","1","B","1",10,2.30258509299405,26,24,26,26,11.8321595661992,12
"69","VERO","1","C","1",5,1.6094379124341,3,68,3,3,16.9386485198585,22.6666666666667
"70","LARO","1","C","0",2,0.693147180559945,2,13,1.41421356237309,1,6.48074069840786,6.5
"71","VERO","1","C","0",3,1.09861228866811,3,68,3,3,16.9386485198585,22.6666666666667
"72","PEAI","1","C","1",50,3.91202300542815,14,72,14,14,33.166247903554,36
"73","ARCA","1","C","0",1,0,1,0,0,0.333333333333333,NA,NA
"74","POLE","1","C","0",21,3.04452243772342,21,0,21,21,NA,NA
"75","TROR","1","C","1",4,1.38629436111989,0,4,NA,NA,2,2
"76","PEAI","1","C","1",22,3.09104245335832,14,72,14,14,33.166247903554,36
"77","TRCY","1","C","1",6,1.79175946922805,9,33,3,4.5,8.70658769117361,11
"78","TROR","1","C","1",0,0,0,4,NA,NA,2,2
"79","PEAI","1","C","0",14,2.63905732961526,14,72,14,14,33.166247903554,36
"80","PLDE","1","C","0",26,3.25809653802148,26,16,26,26,4,8
"81","PLDE","1","C","1",16,2.77258872223978,26,16,26,26,4,8
"82","TRCY","1","C","1",5,1.6094379124341,9,33,3,4.5,8.70658769117361,11
"83","TRCY","1","C","1",22,3.09104245335832,9,33,3,4.5,8.70658769117361,11
"84","LARO","1","C","1",7,1.94591014905531,2,13,1.41421356237309,1,6.48074069840786,6.5
"85","ARCA","1","C","0",0,0,1,0,0,0.333333333333333,NA,NA
"86","VERO","1","C","1",36,3.58351893845611,3,68,3,3,16.9386485198585,22.6666666666667
"87","LARO","1","C","1",6,1.79175946922805,2,13,1.41421356237309,1,6.48074069840786,6.5
"88","PLDE","1","C","1",0,0,26,16,26,26,4,8
"89","TRCY","1","C","0",0,0,9,33,3,4.5,8.70658769117361,11
"90","LARO","1","C","0",0,0,2,13,1.41421356237309,1,6.48074069840786,6.5
"91","ARCA","1","C","0",0,0,1,0,0,0.333333333333333,NA,NA
"92","VERO","1","C","1",27,3.29583686600433,3,68,3,3,16.9386485198585,22.6666666666667
"93","TRCY","1","C","0",9,2.19722457733622,9,33,3,4.5,8.70658769117361,11
"94","LARO","2","A","0",2,0.693147180559945,2,0,1.25992104989487,0.666666666666667,0,0
"95","VERO","2","A","0",40,3.68887945411394,108,3,35.3782112398222,36,3,3
"96","HYGL","2","A","1",6,1.79175946922805,10,7,4.89897948556636,5,1.81712059283214,2.33333333333333
"97","HYGL","2","A","0",6,1.79175946922805,10,7,4.89897948556636,5,1.81712059283214,2.33333333333333
"98","TROR","2","A","0",0,0,0,3,0,0,1.41421356237309,1.5
"99","TROR","2","A","1",1,0,0,3,0,0,1.41421356237309,1.5
"100","PEAI","2","A","0",16,2.77258872223978,16,15,16,16,15,15
"101","TRCY","2","A","0",1,0,57,0,4.92429805210492,14.25,0,0
"102","TRCY","2","A","0",49,3.89182029811063,57,0,4.92429805210492,14.25,0,0
"103","LARO","2","A","0",0,0,2,0,1.25992104989487,0.666666666666667,0,0
"104","TROR","2","A","1",2,0.693147180559945,0,3,0,0,1.41421356237309,1.5
"105","PLDE","2","A","0",3,1.09861228866811,7,0,3.46410161513775,3.5,NA,NA
"106","TRCY","2","A","0",3,1.09861228866811,57,0,4.92429805210492,14.25,0,0
"107","HYGL","2","A","1",1,0,10,7,4.89897948556636,5,1.81712059283214,2.33333333333333
"108","HYGL","2","A","0",4,1.38629436111989,10,7,4.89897948556636,5,1.81712059283214,2.33333333333333
"109","ARCA","2","A","0",0,0,0,0,0,0,NA,NA
"110","LARO","2","A","1",0,0,2,0,1.25992104989487,0.666666666666667,0,0
"111","LARO","2","A","0",0,0,2,0,1.25992104989487,0.666666666666667,0,0
"112","VERO","2","A","0",41,3.71357206670431,108,3,35.3782112398222,36,3,3
"113","TRCY","2","A","0",4,1.38629436111989,57,0,4.92429805210492,14.25,0,0
"114","PLDE","2","A","0",4,1.38629436111989,7,0,3.46410161513775,3.5,NA,NA
"115","VERO","2","A","1",3,1.09861228866811,108,3,35.3782112398222,36,3,3
"116","VERO","2","A","0",27,3.29583686600433,108,3,35.3782112398222,36,3,3
"117","TRCY","2","A","1",0,0,57,0,4.92429805210492,14.25,0,0
"118","PEAI","2","A","1",15,2.70805020110221,16,15,16,16,15,15
"119","HYGL","2","A","1",0,0,10,7,4.89897948556636,5,1.81712059283214,2.33333333333333
"120","PEAI","2","B","0",102,4.62497281328427,102,16,102,102,7.93725393319377,8
"121","VERO","2","B","0",118,4.77068462446567,441,6,61.3534204771029,88.2,6,6
"122","ARCA","2","B","0",19,2.94443897916644,30,0,14.456832294801,15,NA,NA
"123","TRCY","2","B","1",0,0,37,11,15.2315462117278,18.5,3.3166247903554,5.5
"124","TROR","2","B","0",13,2.56494935746154,23,4,6.48715411671635,7.66666666666667,4,4
"125","TRCY","2","B","0",29,3.36729582998647,37,11,15.2315462117278,18.5,3.3166247903554,5.5
"126","PLDE","2","B","0",15,2.70805020110221,65,16,27.3861278752583,32.5,6.92820323027551,8
"127","VERO","2","B","0",70,4.24849524204936,441,6,61.3534204771029,88.2,6,6
"128","LARO","2","B","1",3,1.09861228866811,4,6,1.73205080756888,2,3,3
"129","TROR","2","B","1",4,1.38629436111989,23,4,6.48715411671635,7.66666666666667,4,4
"130","TRCY","2","B","0",8,2.07944154167984,37,11,15.2315462117278,18.5,3.3166247903554,5.5
"131","LARO","2","B","1",3,1.09861228866811,4,6,1.73205080756888,2,3,3
"132","LARO","2","B","0",1,0,4,6,1.73205080756888,2,3,3
"133","ARCA","2","B","0",11,2.39789527279837,30,0,14.456832294801,15,NA,NA
"134","PLDE","2","B","1",12,2.484906649788,65,16,27.3861278752583,32.5,6.92820323027551,8
"135","PEAI","2","B","1",7,1.94591014905531,102,16,102,102,7.93725393319377,8
"136","VERO","2","B","0",22,3.09104245335832,441,6,61.3534204771029,88.2,6,6
"137","TROR","2","B","0",7,1.94591014905531,23,4,6.48715411671635,7.66666666666667,4,4
"138","HYGL","2","B","1",19,2.94443897916644,0,19,NA,NA,19,19
"139","TRCY","2","B","1",11,2.39789527279837,37,11,15.2315462117278,18.5,3.3166247903554,5.5
"140","PLDE","2","B","1",4,1.38629436111989,65,16,27.3861278752583,32.5,6.92820323027551,8
"141","PEAI","2","B","1",9,2.19722457733622,102,16,102,102,7.93725393319377,8
"142","VERO","2","B","0",23,3.13549421592915,441,6,61.3534204771029,88.2,6,6
"143","VERO","2","B","0",208,5.33753807970132,441,6,61.3534204771029,88.2,6,6
"144","TROR","2","B","0",3,1.09861228866811,23,4,6.48715411671635,7.66666666666667,4,4
"145","PLDE","2","B","0",50,3.91202300542815,65,16,27.3861278752583,32.5,6.92820323027551,8
"146","VERO","2","B","1",6,1.79175946922805,441,6,61.3534204771029,88.2,6,6
"147","LARO","2","B","0",3,1.09861228866811,4,6,1.73205080756888,2,3,3
"148","PLDE","2","C","0",12,2.484906649788,29,13,14.2828568570857,14.5,13,13
"149","POLE","2","C","1",54,3.98898404656427,55,193,26.4575131106459,27.5,49.7480660510982,64.3333333333333
"150","ARCA","2","C","0",26,3.25809653802148,106,15,15.9477461987096,35.3333333333333,15,15
"151","TRCY","2","C","0",14,2.63905732961526,29,19,7.14003698192156,9.66666666666667,3.1748021039364,6.33333333333333
"152","VERO","2","C","1",26,3.25809653802148,88,89,20.4897178220897,22,27.6154922475477,29.6666666666667
"153","POLE","2","C","1",19,2.94443897916644,55,193,26.4575131106459,27.5,49.7480660510982,64.3333333333333
"154","VERO","2","C","0",18,2.89037175789616,88,89,20.4897178220897,22,27.6154922475477,29.6666666666667
"155","VERO","2","C","1",18,2.89037175789616,88,89,20.4897178220897,22,27.6154922475477,29.6666666666667
"156","TRCY","2","C","0",13,2.56494935746154,29,19,7.14003698192156,9.66666666666667,3.1748021039364,6.33333333333333
"157","TROR","2","C","0",2,0.693147180559945,18,19,3.82586236554478,6,9.48683298050514,9.5
"158","PEAI","2","C","1",40,3.68887945411394,105,209,52.4785670536077,52.5,18.9081438919656,69.6666666666667
"159","VERO","2","C","0",34,3.52636052461616,88,89,20.4897178220897,22,27.6154922475477,29.6666666666667
"160","VERO","2","C","0",24,3.17805383034795,88,89,20.4897178220897,22,27.6154922475477,29.6666666666667
"161","VERO","2","C","1",45,3.80666248977032,88,89,20.4897178220897,22,27.6154922475477,29.6666666666667
"162","VERO","2","C","0",12,2.484906649788,88,89,20.4897178220897,22,27.6154922475477,29.6666666666667
"163","TRCY","2","C","1",16,2.77258872223978,29,19,7.14003698192156,9.66666666666667,3.1748021039364,6.33333333333333
"164","TRCY","2","C","1",1,0,29,19,7.14003698192156,9.66666666666667,3.1748021039364,6.33333333333333
"165","TROR","2","C","1",10,2.30258509299405,18,19,3.82586236554478,6,9.48683298050514,9.5
"166","TROR","2","C","0",2,0.693147180559945,18,19,3.82586236554478,6,9.48683298050514,9.5
"167","TROR","2","C","1",9,2.19722457733622,18,19,3.82586236554478,6,9.48683298050514,9.5
"168","HYGL","2","C","0",21,3.04452243772342,21,12,21,21,12,12
"169","POLE","2","C","0",35,3.55534806148941,55,193,26.4575131106459,27.5,49.7480660510982,64.3333333333333
"170","LARO","2","C","0",0,0,0,1,0,0,0,1
"171","ARCA","2","C","0",78,4.35670882668959,106,15,15.9477461987096,35.3333333333333,15,15
"172","PEAI","2","C","0",54,3.98898404656427,105,209,52.4785670536077,52.5,18.9081438919656,69.6666666666667
"173","LARO","2","C","1",1,0,0,1,0,0,0,1
"174","ARCA","2","C","0",2,0.693147180559945,106,15,15.9477461987096,35.3333333333333,15,15
"175","TRCY","2","C","0",2,0.693147180559945,29,19,7.14003698192156,9.66666666666667,3.1748021039364,6.33333333333333
"176","TRCY","2","C","1",2,0.693147180559945,29,19,7.14003698192156,9.66666666666667,3.1748021039364,6.33333333333333
"177","POLE","2","C","0",20,2.99573227355399,55,193,26.4575131106459,27.5,49.7480660510982,64.3333333333333
"178","POLE","2","C","1",120,4.78749174278205,55,193,26.4575131106459,27.5,49.7480660510982,64.3333333333333
"179","ARCA","2","C","1",15,2.70805020110221,106,15,15.9477461987096,35.3333333333333,15,15
"180","TROR","2","C","0",14,2.63905732961526,18,19,3.82586236554478,6,9.48683298050514,9.5
"181","PEAI","2","C","1",169,5.12989871492307,105,209,52.4785670536077,52.5,18.9081438919656,69.6666666666667
"182","PLDE","2","C","0",17,2.83321334405622,29,13,14.2828568570857,14.5,13,13
"183","PLDE","2","C","1",13,2.56494935746154,29,13,14.2828568570857,14.5,13,13
"184","PEAI","2","C","1",0,0,105,209,52.4785670536077,52.5,18.9081438919656,69.6666666666667
"185","PEAI","2","C","0",51,3.93182563272433,105,209,52.4785670536077,52.5,18.9081438919656,69.6666666666667
"186","HYGL","2","C","1",12,2.484906649788,21,12,21,21,12,12
"187","PLDE","3","A","0",25,3.2188758248682,25,0,25,25,0,0
"188","PEAI","3","A","0",274,5.61312810638807,274,0,274,274,NA,NA
"189","LARO","3","A","0",5,1.6094379124341,5,0,5,5,NA,NA
"190","TRCY","3","A","1",12,2.484906649788,13,12,6,6.5,12,12
"191","TRCY","3","A","0",9,2.19722457733622,13,12,6,6.5,12,12
"192","PLDE","3","A","1",0,0,25,0,25,25,0,0
"193","VERO","3","A","0",2,0.693147180559945,2,3,2,2,1.73205080756888,1.5
"194","ARCA","3","A","0",0,0,0,0,0,0,NA,NA
"195","VERO","3","A","1",3,1.09861228866811,2,3,2,2,1.73205080756888,1.5
"196","VERO","3","A","1",0,0,2,3,2,2,1.73205080756888,1.5
"197","TRCY","3","A","0",4,1.38629436111989,13,12,6,6.5,12,12
"198","TRCY","3","B","0",14,2.63905732961526,14,11,14,14,11,11
"199","VERO","3","B","0",3,1.09861228866811,21,4,3.70842976926619,7,4,4
"200","VERO","3","B","1",4,1.38629436111989,21,4,3.70842976926619,7,4,4
"201","PEAI","3","B","0",53,3.97029191355212,53,50,53,53,50,50
"202","VERO","3","B","0",17,2.83321334405622,21,4,3.70842976926619,7,4,4
"203","PLDE","3","B","0",0,0,0,0,0,0,NA,NA
"204","TRCY","3","B","1",11,2.39789527279837,14,11,14,14,11,11
"205","LARO","3","B","0",3,1.09861228866811,3,0,3,3,NA,NA
"206","VERO","3","B","0",1,0,21,4,3.70842976926619,7,4,4
"207","PEAI","3","B","1",50,3.91202300542815,53,50,53,53,50,50
"208","ARCA","3","B","0",0,0,0,0,0,0,NA,NA
"209","HYGL","3","B","0",14,2.63905732961526,14,0,14,14,NA,NA
"210","LARO","3","C","1",1,0,55,1,55,55,0,1
"211","VERO","3","C","0",17,2.83321334405622,54,0,17.8756866412681,18,NA,NA
"212","TRCY","3","C","1",15,2.70805020110221,117,69,14.5051453113993,19.5,28.4604989415154,34.5
"213","TROR","3","C","0",6,1.79175946922805,33,42,6.69432950082169,11,42,42
"214","VERO","3","C","0",21,3.04452243772342,54,0,17.8756866412681,18,NA,NA
"215","TROR","3","C","1",42,3.73766961828337,33,42,6.69432950082169,11,42,42
"216","TROR","3","C","0",25,3.2188758248682,33,42,6.69432950082169,11,42,42
"217","TROR","3","C","0",2,0.693147180559945,33,42,6.69432950082169,11,42,42
"218","TRCY","3","C","0",10,2.30258509299405,117,69,14.5051453113993,19.5,28.4604989415154,34.5
"219","TRCY","3","C","1",54,3.98898404656427,117,69,14.5051453113993,19.5,28.4604989415154,34.5
"220","TRCY","3","C","0",56,4.02535169073515,117,69,14.5051453113993,19.5,28.4604989415154,34.5
"221","LARO","3","C","0",55,4.00733318523247,55,1,55,55,0,1
"222","PEAI","3","C","1",360,5.88610403145016,162,404,61.2535713244542,81,48.4028593807363,134.666666666667
"223","TRCY","3","C","0",14,2.63905732961526,117,69,14.5051453113993,19.5,28.4604989415154,34.5
"224","TRCY","3","C","0",6,1.79175946922805,117,69,14.5051453113993,19.5,28.4604989415154,34.5
"225","PEAI","3","C","0",134,4.89783979995091,162,404,61.2535713244542,81,48.4028593807363,134.666666666667
"226","TRCY","3","C","0",22,3.09104245335832,117,69,14.5051453113993,19.5,28.4604989415154,34.5
"227","PEAI","3","C","0",28,3.3322045101752,162,404,61.2535713244542,81,48.4028593807363,134.666666666667
"228","PEAI","3","C","1",35,3.55534806148941,162,404,61.2535713244542,81,48.4028593807363,134.666666666667
"229","VERO","3","C","0",16,2.77258872223978,54,0,17.8756866412681,18,NA,NA
"230","PEAI","3","C","1",9,2.19722457733622,162,404,61.2535713244542,81,48.4028593807363,134.666666666667
"231","TRCY","3","C","0",9,2.19722457733622,117,69,14.5051453113993,19.5,28.4604989415154,34.5
"232","TRCY","4","A","0",2,0.693147180559945,10,2,2.11474252688113,2.5,2,2
"233","ARCA","4","A","0",0,0,0,0,0,0,NA,NA
"234","PEAI","4","A","0",17,2.83321334405622,37,32,10.843514426251,12.3333333333333,16,16
"235","TRCY","4","A","0",1,0,10,2,2.11474252688113,2.5,2,2
"236","PEAI","4","A","1",16,2.77258872223978,37,32,10.843514426251,12.3333333333333,16,16
"237","LARO","4","A","0",13,2.56494935746154,13,0,13,13,0,0
"238","PEAI","4","A","0",15,2.70805020110221,37,32,10.843514426251,12.3333333333333,16,16
"239","TRCY","4","A","0",5,1.6094379124341,10,2,2.11474252688113,2.5,2,2
"240","TROR","4","A","0",4,1.38629436111989,4,0,4,4,NA,NA
"241","PLDE","4","A","0",0,0,5,0,1.81712059283214,1.66666666666667,NA,NA
"242","PLDE","4","A","0",3,1.09861228866811,5,0,1.81712059283214,1.66666666666667,NA,NA
"243","PEAI","4","A","1",16,2.77258872223978,37,32,10.843514426251,12.3333333333333,16,16
"244","PEAI","4","A","0",5,1.6094379124341,37,32,10.843514426251,12.3333333333333,16,16
"245","TRCY","4","A","1",2,0.693147180559945,10,2,2.11474252688113,2.5,2,2
"246","TRCY","4","A","0",2,0.693147180559945,10,2,2.11474252688113,2.5,2,2
"247","LARO","4","A","1",0,0,13,0,13,13,0,0
"248","PLDE","4","A","0",2,0.693147180559945,5,0,1.81712059283214,1.66666666666667,NA,NA
"249","HYGL","4","A","1",5,1.6094379124341,0,5,NA,NA,5,5
"250","VERO","4","B","0",4,1.38629436111989,4,7,4,4,7,7
"251","LARO","4","B","0",0,0,6,1,2.44948974278318,3,0,1
"252","PLDE","4","B","1",0,0,10,3,4.89897948556636,5,1.73205080756888,1.5
"253","ARCA","4","B","0",14,2.63905732961526,14,0,14,14,NA,NA
"254","TRCY","4","B","1",2,0.693147180559945,10,2,4.89897948556636,5,2,2
"255","VERO","4","B","1",7,1.94591014905531,4,7,4,4,7,7
"256","PLDE","4","B","0",6,1.79175946922805,10,3,4.89897948556636,5,1.73205080756888,1.5
"257","HYGL","4","B","0",27,3.29583686600433,27,0,27,27,NA,NA
"258","LARO","4","B","0",6,1.79175946922805,6,1,2.44948974278318,3,0,1
"259","TRCY","4","B","0",6,1.79175946922805,10,2,4.89897948556636,5,2,2
"260","LARO","4","B","1",1,0,6,1,2.44948974278318,3,0,1
"261","TRCY","4","B","0",4,1.38629436111989,10,2,4.89897948556636,5,2,2
"262","PLDE","4","B","1",3,1.09861228866811,10,3,4.89897948556636,5,1.73205080756888,1.5
"263","PLDE","4","B","0",4,1.38629436111989,10,3,4.89897948556636,5,1.73205080756888,1.5
"264","TROR","4","B","0",2,0.693147180559945,2,0,2,2,NA,NA
"265","TRCY","4","C","0",28,3.3322045101752,57,3,8.29669314337009,11.4,3,3
"266","TRCY","4","C","1",3,1.09861228866811,57,3,8.29669314337009,11.4,3,3
"267","HYGL","4","C","0",14,2.63905732961526,14,0,14,14,NA,NA
"268","PEAI","4","C","0",17,2.83321334405622,33,8,16.4924225024706,16.5,8,8
"269","POLE","4","C","0",0,0,0,0,0,0,NA,NA
"270","TROR","4","C","1",3,1.09861228866811,32,3,5.98139512488488,8,3,3
"271","TROR","4","C","0",2,0.693147180559945,32,3,5.98139512488488,8,3,3
"272","PLDE","4","C","1",3,1.09861228866811,10,6,4,5,3,3
"273","TROR","4","C","0",4,1.38629436111989,32,3,5.98139512488488,8,3,3
"274","TROR","4","C","0",10,2.30258509299405,32,3,5.98139512488488,8,3,3
"275","PLDE","4","C","0",8,2.07944154167984,10,6,4,5,3,3
"276","VERO","4","C","0",19,2.94443897916644,19,0,19,19,NA,NA
"277","PLDE","4","C","1",3,1.09861228866811,10,6,4,5,3,3
"278","ARCA","4","C","0",2,0.693147180559945,22,0,4.01553427287044,5.5,NA,NA
"279","PLDE","4","C","0",2,0.693147180559945,10,6,4,5,3,3
"280","TRCY","4","C","0",13,2.56494935746154,57,3,8.29669314337009,11.4,3,3
"281","TRCY","4","C","0",4,1.38629436111989,57,3,8.29669314337009,11.4,3,3
"282","ARCA","4","C","0",5,1.6094379124341,22,0,4.01553427287044,5.5,NA,NA
"283","LARO","4","C","0",1,0,1,0,0,0.5,NA,NA
"284","LARO","4","C","0",0,0,1,0,0,0.5,NA,NA
"285","TROR","4","C","0",16,2.77258872223978,32,3,5.98139512488488,8,3,3
"286","ARCA","4","C","0",13,2.56494935746154,22,0,4.01553427287044,5.5,NA,NA
"287","TRCY","4","C","0",9,2.19722457733622,57,3,8.29669314337009,11.4,3,3
"288","ARCA","4","C","0",2,0.693147180559945,22,0,4.01553427287044,5.5,NA,NA
"289","PEAI","4","C","0",16,2.77258872223978,33,8,16.4924225024706,16.5,8,8
"290","TRCY","4","C","0",3,1.09861228866811,57,3,8.29669314337009,11.4,3,3
"291","PEAI","4","C","1",8,2.07944154167984,33,8,16.4924225024706,16.5,8,8
"292","TROR","5","A","1",4,1.38629436111989,0,32,NA,NA,6.69432950082169,10.6666666666667
"293","POLE","5","A","0",101,4.61512051684126,101,108,101,101,108,108
"294","LARO","5","A","1",0,0,4,1,2,2,0,0.5
"295","VERO","5","A","1",7,1.94591014905531,28,7,13.4164078649987,14,7,7
"296","LARO","5","A","0",2,0.693147180559945,4,1,2,2,0,0.5
"297","HYGL","5","A","1",17,2.83321334405622,0,19,NA,NA,5.8309518948453,9.5
"298","TRCY","5","A","1",64,4.15888308335967,2,64,2,2,64,64
"299","TROR","5","A","1",3,1.09861228866811,0,32,NA,NA,6.69432950082169,10.6666666666667
"300","LARO","5","A","1",1,0,4,1,2,2,0,0.5
"301","VERO","5","A","0",10,2.30258509299405,28,7,13.4164078649987,14,7,7
"302","TROR","5","A","1",25,3.2188758248682,0,32,NA,NA,6.69432950082169,10.6666666666667
"303","HYGL","5","A","1",2,0.693147180559945,0,19,NA,NA,5.8309518948453,9.5
"304","VERO","5","A","0",18,2.89037175789616,28,7,13.4164078649987,14,7,7
"305","LARO","5","A","0",2,0.693147180559945,4,1,2,2,0,0.5
"306","TRCY","5","A","0",2,0.693147180559945,2,64,2,2,64,64
"307","POLE","5","A","1",108,4.68213122712422,101,108,101,101,108,108
"308","TRCY","5","B","0",13,2.56494935746154,56,54,12.8723937718539,14,12.369316876853,27
"309","ARCA","5","B","0",0,0,1,6,0,0.333333333333333,6,6
"310","VERO","5","B","0",2,0.693147180559945,15,4,4.16016764610381,5,2,2
"311","VERO","5","B","0",9,2.19722457733622,15,4,4.16016764610381,5,2,2
"312","TRCY","5","B","0",24,3.17805383034795,56,54,12.8723937718539,14,12.369316876853,27
"313","TROR","5","B","0",1,0,1,11,0,1,3.41995189335339,3.66666666666667
"314","ARCA","5","B","0",1,0,1,6,0,0.333333333333333,6,6
"315","VERO","5","B","1",2,0.693147180559945,15,4,4.16016764610381,5,2,2
"316","TRCY","5","B","0",11,2.39789527279837,56,54,12.8723937718539,14,12.369316876853,27
"317","VERO","5","B","1",2,0.693147180559945,15,4,4.16016764610381,5,2,2
"318","PEAI","5","B","1",90,4.49980967033027,100,110,100,100,42.4264068711928,55
"319","LARO","5","B","1",5,1.6094379124341,0,8,0,0,3.87298334620742,4
"320","LARO","5","B","0",0,0,0,8,0,0,3.87298334620742,4
"321","TRCY","5","B","1",3,1.09861228866811,56,54,12.8723937718539,14,12.369316876853,27
"322","TROR","5","B","1",5,1.6094379124341,1,11,0,1,3.41995189335339,3.66666666666667
"323","TROR","5","B","1",2,0.693147180559945,1,11,0,1,3.41995189335339,3.66666666666667
"324","VERO","5","B","0",4,1.38629436111989,15,4,4.16016764610381,5,2,2
"325","TRCY","5","B","1",51,3.93182563272433,56,54,12.8723937718539,14,12.369316876853,27
"326","ARCA","5","B","1",6,1.79175946922805,1,6,0,0.333333333333333,6,6
"327","ARCA","5","B","0",0,0,1,6,0,0.333333333333333,6,6
"328","LARO","5","B","1",3,1.09861228866811,0,8,0,0,3.87298334620742,4
"329","PEAI","5","B","1",20,2.99573227355399,100,110,100,100,42.4264068711928,55
"330","TRCY","5","B","0",8,2.07944154167984,56,54,12.8723937718539,14,12.369316876853,27
"331","PEAI","5","B","0",100,4.60517018598809,100,110,100,100,42.4264068711928,55
"332","TROR","5","B","1",4,1.38629436111989,1,11,0,1,3.41995189335339,3.66666666666667
"333","TRCY","5","C","1",4,1.38629436111989,0,4,NA,NA,4,4
"334","HYGL","5","C","1",3,1.09861228866811,0,3,NA,NA,3,3
"335","VERO","6","A","0",73,4.29045944114839,174,0,25.6552370776722,34.8,NA,NA
"336","TRCY","6","A","0",2,0.693147180559945,46,8,6.7293918412323,9.2,4,4
"337","TRCY","6","A","0",23,3.13549421592915,46,8,6.7293918412323,9.2,4,4
"338","LARO","6","A","0",4,1.38629436111989,29,0,3.64232057367574,7.25,0,0
"339","HYGL","6","A","1",8,2.07944154167984,76,26,10.7721734501594,25.3333333333333,12,13
"340","HYGL","6","A","0",25,3.2188758248682,76,26,10.7721734501594,25.3333333333333,12,13
"341","TRCY","6","A","0",10,2.30258509299405,46,8,6.7293918412323,9.2,4,4
"342","HYGL","6","A","1",18,2.89037175789616,76,26,10.7721734501594,25.3333333333333,12,13
"343","LARO","6","A","0",2,0.693147180559945,29,0,3.64232057367574,7.25,0,0
"344","LARO","6","A","0",1,0,29,0,3.64232057367574,7.25,0,0
"345","VERO","6","A","0",25,3.2188758248682,174,0,25.6552370776722,34.8,NA,NA
"346","HYGL","6","A","0",50,3.91202300542815,76,26,10.7721734501594,25.3333333333333,12,13
"347","PEAI","6","A","0",6,1.79175946922805,82,0,14.7728941563147,20.5,NA,NA
"348","TROR","6","A","1",2,0.693147180559945,44,8,7.74596669241483,11,3.46410161513775,4
"349","ARCA","6","A","0",4,1.38629436111989,31,0,10.3923048454133,15.5,0,0
"350","PEAI","6","A","0",7,1.94591014905531,82,0,14.7728941563147,20.5,NA,NA
"351","TROR","6","A","0",12,2.484906649788,44,8,7.74596669241483,11,3.46410161513775,4
"352","HYGL","6","A","0",1,0,76,26,10.7721734501594,25.3333333333333,12,13
"353","LARO","6","A","0",22,3.09104245335832,29,0,3.64232057367574,7.25,0,0
"354","ARCA","6","A","0",27,3.29583686600433,31,0,10.3923048454133,15.5,0,0
"355","TROR","6","A","0",3,1.09861228866811,44,8,7.74596669241483,11,3.46410161513775,4
"356","LARO","6","A","1",0,0,29,0,3.64232057367574,7.25,0,0
"357","PEAI","6","A","0",27,3.29583686600433,82,0,14.7728941563147,20.5,NA,NA
"358","VERO","6","A","0",42,3.73766961828337,174,0,25.6552370776722,34.8,NA,NA
"359","ARCA","6","A","1",0,0,31,0,10.3923048454133,15.5,0,0
