year,genus,species,researcher,location,field_chambers,treatment_type_1,treatment_1,treatment_type_2,treatment_2,treatment_type_3,Treatment_3,field_number_seeds,field_seeds_scaled_viability,field_number_germinants,chamber_temperature_day,chamber_temperature_night,chamber_light_hrs,chamber_length_days,chamber_number_seeds,chamber_number_germinants,TZ_number_stained,TZ_number_viable,TZ_number_nonviable
2016,Lawrencella,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Lawrencella,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Lawrencella,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Lawrencella,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Lawrencella,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Lawrencella,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Lawrencella,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Lawrencella,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Lawrencella,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Lawrencella,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Lawrencella,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Lawrencella,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Lawrencella,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Lawrencella,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Lawrencella,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Lawrencella,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,cyanopetala,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,18,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Trachymene,ornata,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,12,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016,Velleia,rosea,Maia_Raymundo,Perenjori,field,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,24,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014,Goodenia,berardiana,John_Dwyer_and Todd_Erickson,Kings_Park,chambers,maternal_environment,cool,after_ripening_environment,cool,mircosite_environment,shade,#N/A,#N/A,#N/A,15,5,12,28,24,14,10,0,10
2014,Goodenia,berardiana,John_Dwyer_and Todd_Erickson,Kings_Park,chambers,maternal_environment,cool,after_ripening_environment,cool,mircosite_environment,shade,#N/A,#N/A,#N/A,15,5,12,28,29,15,14,1,13
2014,Goodenia,berardiana,John_Dwyer_and Todd_Erickson,Kings_Park,chambers,maternal_environment,cool,after_ripening_environment,cool,mircosite_environment,shade,#N/A,#N/A,#N/A,15,5,12,28,21,3,18,0,18
2014,Goodenia,berardiana,John_Dwyer_and Todd_Erickson,Kings_Park,chambers,maternal_environment,cool,after_ripening_environment,cool,mircosite_environment,shade,#N/A,#N/A,#N/A,15,5,12,28,22,8,14,0,14
2014,Goodenia,berardiana,John_Dwyer_and Todd_Erickson,Kings_Park,chambers,maternal_environment,cool,after_ripening_environment,cool,mircosite_environment,sun,#N/A,#N/A,#N/A,15,5,12,28,21,12,9,0,9
2014,Goodenia,berardiana,John_Dwyer_and Todd_Erickson,Kings_Park,chambers,maternal_environment,cool,after_ripening_environment,cool,mircosite_environment,sun,#N/A,#N/A,#N/A,15,5,12,28,22,14,8,0,8
2014,Goodenia,berardiana,John_Dwyer_and Todd_Erickson,Kings_Park,chambers,maternal_environment,cool,after_ripening_environment,cool,mircosite_environment,sun,#N/A,#N/A,#N/A,15,5,12,28,23,13,10,0,10
2014,Goodenia,berardiana,John_Dwyer_and Todd_Erickson,Kings_Park,chambers,maternal_environment,cool,after_ripening_environment,cool,mircosite_environment,sun,#N/A,#N/A,#N/A,15,5,12,28,28,21,7,0,7
2014,Goodenia,berardiana,John_Dwyer_and Todd_Erickson,Kings_Park,chambers,maternal_environment,cool,after_ripening_environment,warm,mircosite_environment,shade,#N/A,#N/A,#N/A,15,5,12,28,19,6,13,0,13
2014,Goodenia,berardiana,John_Dwyer_and Todd_Erickson,Kings_Park,chambers,maternal_environment,cool,after_ripening_environment,warm,mircosite_environment,shade,#N/A,#N/A,#N/A,15,5,12,28,20,11,9,0,9
2014,Goodenia,berardiana,John_Dwyer_and Todd_Erickson,Kings_Park,chambers,maternal_environment,cool,after_ripening_environment,warm,mircosite_environment,shade,#N/A,#N/A,#N/A,15,5,12,28,26,12,14,0,14
2014,Goodenia,berardiana,John_Dwyer_and Todd_Erickson,Kings_Park,chambers,maternal_environment,cool,after_ripening_environment,warm,mircosite_environment,shade,#N/A,#N/A,#N/A,15,5,12,28,31,23,8,0,8
2014,Goodenia,berardiana,John_Dwyer_and Todd_Erickson,Kings_Park,chambers,maternal_environment,cool,after_ripening_environment,warm,mircosite_environment,sun,#N/A,#N/A,#N/A,15,5,12,28,4,2,2,0,2
2014,Goodenia,berardiana,John_Dwyer_and Todd_Erickson,Kings_Park,chambers,maternal_environment,cool,after_ripening_environment,warm,mircosite_environment,sun,#N/A,#N/A,#N/A,15,5,12,28,14,7,7,0,7
2014,Goodenia,berardiana,John_Dwyer_and Todd_Erickson,Kings_Park,chambers,maternal_environment,cool,after_ripening_environment,warm,mircosite_environment,sun,#N/A,#N/A,#N/A,15,5,12,28,15,10,5,0,5
2014,Goodenia,berardiana,John_Dwyer_and Todd_Erickson,Kings_Park,chambers,maternal_environment,warm,after_ripening_environment,cool,mircosite_environment,shade,#N/A,#N/A,#N/A,15,5,12,28,21,19,2,1,1
2014,Goodenia,berardiana,John_Dwyer_and Todd_Erickson,Kings_Park,chambers,maternal_environment,warm,after_ripening_environment,cool,mircosite_environment,shade,#N/A,#N/A,#N/A,15,5,12,28,24,21,3,0,3
