Site,Plot,Row,Column,Species,C_E_or_T,Rep,Number_seeds_sown,February_germination,Number_germinated,Notes_germination
5,C,4,8,VERO,E,2,15,0,0,NA
5,C,4,9,POLE,E,2,15,0,0,NA
5,C,5,1,LARO,E,2,15,0,0,NA
5,C,5,2,TRCY,C,2,15,0,0,NA
5,C,5,8,POLE,T,1,15,0,1,Plus 1g
5,C,5,9,VERO,E,3,15,0,0,NA
5,C,6,1,HYGL,C,1,15,0,7,Plus 7g
5,C,6,2,LARO,C,3,15,0,0,NA
5,C,6,8,LARO,C,1,15,0,0,NA
5,C,6,9,POLE,C,2,15,0,0,NA
5,C,7,1,LARO,T,1,15,0,0,NA
5,C,7,2,Blank,Blank,Blank,15,0,NA,NA
5,C,7,8,Blank,Blank,Blank,15,0,NA,NA
5,C,7,9,PEAI,T,2,15,0,5,Plus 4g
5,C,8,1,PEAI,E,3,15,0,0,NA
5,C,8,2,VERO,C,3,15,0,0,NA
5,C,8,3,TROR,T,1,15,0,0,NA
5,C,8,4,TROR,C,3,15,0,0,NA
5,C,8,6,HYGL,E,3,15,0,0,NA
5,C,8,7,TROR,E,2,15,0,1,Plus 1g
5,C,8,8,VERO,T,1,15,0,0,NA
5,C,8,9,TROR,E,1,15,0,0,NA
5,C,9,1,Blank,Blank,Blank,15,0,NA,NA
5,C,9,2,TROR,C,1,15,0,0,NA
5,C,9,3,PEAI,C,1,15,0,0,NA
5,C,9,4,POLE,C,1,15,0,0,NA
5,C,9,6,ARCA,T,1,15,0,1,NA
5,C,9,7,VERO,C,1,15,0,0,NA
5,C,9,8,HYGL,C,2,15,0,4,Plus 3g
5,C,9,9,VERO,E,1,15,0,0,NA
5,C,10,1,Blank,Blank,Blank,15,0,NA,NA
5,C,10,2,PEAI,E,1,15,0,0,NA
5,C,10,3,POLE,E,1,15,0,0,NA
5,C,10,4,HYGL,T,1,15,0,0,NA
5,C,10,6,HYGL,C,3,15,0,5,Plus 2g
5,C,10,7,TROR,C,2,15,0,1,Plus 1g
5,C,10,8,ARCA,C,2,15,0,1,NA
5,C,10,9,ARCA,E,2,15,0,0,NA
6,A,1,1,Blank,Blank,Blank,15,0,NA,NA
6,A,1,2,VERO,T,2,15,0,9,NA
6,A,1,3,TRCY,T,1,15,0,5,NA
6,A,1,4,TRCY,E,1,15,0,13,NA
6,A,1,5,PEAI,T,1,15,0,14,NA
6,A,1,6,TRCY,C,3,15,0,2,NA
6,A,1,7,LARO,E,2,15,0,10,NA
6,A,1,8,HYGL,C,1,15,0,3,Swap
6,A,1,9,HYGL,E,3,15,0,3,NA
6,A,2,1,TRCY,T,2,15,0,8,NA
6,A,2,2,HYGL,C,3,15,0,2,Swap
6,A,2,3,LARO,T,2,15,0,12,NA
6,A,2,4,LARO,E,1,15,0,6,NA
6,A,2,5,ARCA,C,2,15,0,8,NA
6,A,2,6,ARCA,E,2,15,0,6,NA
6,A,2,7,VERO,E,1,15,0,4,NA
6,A,2,8,HYGL,E,1,15,0,4,NA
6,A,2,9,PEAI,E,1,15,0,10,NA
6,A,3,1,PEAI,C,3,15,0,7,NA
6,A,3,2,LARO,C,3,15,0,9,NA
6,A,3,3,HYGL,T,1,15,0,0,Swap
6,A,3,4,TROR,C,2,15,0,11,NA
6,A,3,5,ARCA,T,2,15,0,12,NA
6,A,3,6,ARCA,E,3,15,0,2,NA
6,A,3,7,POLE,T,1,15,0,0,NA
6,A,3,8,PEAI,E,2,15,0,10,NA
6,A,3,9,TROR,T,2,15,0,11,NA
6,A,4,1,HYGL,E,2,15,0,4,NA
6,A,4,2,HYGL,C,2,15,0,4,NA
6,A,4,3,LARO,E,3,15,0,5,Swap
6,A,4,4,ARCA,E,1,15,0,4,NA
6,A,4,5,TROR,E,1,15,0,6,NA
6,A,4,6,LARO,C,1,15,0,6,NA
6,A,4,7,PEAI,T,2,15,0,7,NA
6,A,4,8,POLE,E,3,15,0,0,NA
6,A,4,9,VERO,T,1,15,0,12,Tore off a leaf with D
6,A,5,1,ARCA,C,3,15,0,3,NA
6,A,5,2,PEAI,C,2,15,0,7,NA
6,A,5,8,Blank,Blank,Blank,15,0,NA,NA
6,A,5,9,TROR,E,2,15,0,12,"Plant accidentally removed, was covered in D"
6,A,6,1,VERO,E,2,15,0,6,NA
6,A,6,2,TRCY,C,2,15,0,7,NA
6,A,6,8,ARCA,T,1,15,0,7,Plus 1g
6,A,6,9,Blank,Blank,Blank,15,0,NA,NA
6,A,7,1,HYGL,T,2,15,0,1,Swap (14/08/21 was duplicate C1)
6,A,7,2,POLE,C,1,15,0,0,NA
6,A,7,8,Blank,Blank,Blank,15,0,NA,NA
6,A,7,9,VERO,C,3,15,0,0,Not sure my seed
6,A,8,1,TRCY,E,2,15,0,6,NA
6,A,8,2,TROR,C,3,15,0,6,NA
6,A,8,3,PEAI,E,3,15,0,8,Plus 3g
6,A,8,4,Blank,Blank,Blank,15,0,NA,NA
6,A,8,6,TROR,T,1,15,0,7,NA
6,A,8,7,TRCY,C,1,15,0,11,NA
6,A,8,8,POLE,E,2,15,0,0,NA
6,A,8,9,TROR,E,3,15,0,7,NA
6,A,9,1,Blank,Blank,Blank,15,0,NA,NA
6,A,9,2,Blank,Blank,Blank,15,0,NA,NA
6,A,9,3,ARCA,C,1,15,0,2,NA
6,A,9,4,POLE,C,3,15,0,0,NA
6,A,9,6,VERO,E,3,15,0,7,Some buds broke off with D
6,A,9,7,VERO,C,2,15,0,3,"Accidentally removed a flower, so much D"
6,A,9,8,TROR,C,1,15,0,9,NA
6,A,9,9,POLE,T,2,15,0,0,Swap
6,A,10,1,Blank,Blank,Blank,15,0,NA,NA
6,A,10,2,LARO,T,1,15,0,0,Swap
6,A,10,3,PEAI,C,1,15,0,6,NA
6,A,10,4,LARO,C,2,15,0,3,NA
6,A,10,6,VERO,C,1,15,0,6,NA
6,A,10,7,TRCY,E,3,15,0,11,NA
6,A,10,8,POLE,E,1,15,0,2,Swap
6,A,10,9,POLE,C,2,15,0,6,NA
6,B,1,1,POLE,C,3,15,0,5,NA
6,B,1,2,ARCA,T,2,15,0,0,Swap
6,B,1,3,HYGL,E,3,15,0,7,NA
6,B,1,4,Blank,Blank,Blank,15,0,NA,NA
6,B,1,5,HYGL,C,2,15,0,3,NA
6,B,1,6,Blank,Blank,Blank,15,0,NA,NA
6,B,1,7,TRCY,C,1,15,0,9,NA
6,B,1,8,VERO,T,1,15,0,0,Swap
6,B,1,9,TRCY,E,3,15,0,12,NA
6,B,2,1,TROR,E,2,15,0,12,NA
6,B,2,2,POLE,T,2,15,0,0,Swap
6,B,2,3,TROR,T,1,15,0,8,NA
6,B,2,4,TRCY,E,1,15,0,5,Plus 1g
6,B,2,5,Blank,Blank,Blank,15,0,NA,NA
6,B,2,6,PEAI,E,1,15,0,13,Plus 1g
6,B,2,7,TROR,E,3,15,0,9,NA
6,B,2,8,ARCA,C,3,15,0,2,Swap
6,B,2,9,POLE,T,1,15,0,0,Swap
6,B,3,1,HYGL,C,1,15,0,1,Swap
6,B,3,2,TRCY,C,2,15,0,9,NA
6,B,3,3,VERO,T,2,15,0,1,NA
6,B,3,4,LARO,C,1,15,0,6,NA
6,B,3,5,POLE,E,3,15,0,4,NA
6,B,3,6,PEAI,C,3,15,0,6,Swap
6,B,3,7,LARO,E,1,15,0,5,NA
6,B,3,8,ARCA,T,1,15,0,0,NA
6,B,3,9,Blank,Blank,Blank,15,0,NA,NA
6,B,4,1,ARCA,E,3,15,0,1,NA
6,B,4,2,TROR,C,1,15,0,9,NA
6,B,4,3,HYGL,T,2,15,0,0,Swap
6,B,4,4,PEAI,E,3,15,0,11,Plus 1g
6,B,4,5,VERO,C,2,15,0,6,"Accidentally snapped off seed pod, 4 immature seeds"
6,B,4,6,VERO,E,3,15,0,4,NA
6,B,4,7,ARCA,C,2,15,0,4,NA
6,B,4,8,TRCY,T,2,15,0,7,NA
6,B,4,9,PEAI,T,2,15,0,0,Swap
6,B,5,1,PEAI,C,1,15,0,11,Plus 1g
6,B,5,2,Blank,Blank,Blank,15,0,NA,NA
6,B,5,8,HYGL,E,1,15,0,4,NA
6,B,5,9,PEAI,C,2,15,0,10,NA
6,B,6,1,Blank,Blank,Blank,15,0,NA,NA
6,B,6,2,VERO,E,1,15,0,9,NA
6,B,6,8,LARO,T,1,15,0,8,NA
6,B,6,9,POLE,E,1,15,0,1,Swap
6,B,7,1,HYGL,T,1,15,0,3,NA
6,B,7,2,Blank,Blank,Blank,15,0,NA,NA
6,B,7,8,POLE,C,2,15,0,1,NA
6,B,7,9,LARO,T,2,15,0,9,NA
6,B,8,1,PEAI,T,1,15,0,15,Plus 2 new germs?! Never confirmed
6,B,8,2,LARO,C,2,15,0,5,NA
6,B,8,3,ARCA,E,2,15,0,3,NA
6,B,8,4,TRCY,C,3,15,0,8,NA
6,B,8,6,TRCY,T,1,15,0,6,NA
6,B,8,7,TROR,C,3,15,0,10,NA
6,B,8,8,ARCA,E,1,15,0,6,NA
6,B,8,9,TROR,E,1,15,0,4,NA
6,B,9,1,LARO,E,2,15,0,8,NA
6,B,9,2,POLE,E,2,15,0,1,NA
6,B,9,3,Blank,Blank,Blank,15,0,NA,NA
6,B,9,4,HYGL,C,3,15,0,4,NA
6,B,9,6,LARO,E,3,15,0,8,NA
6,B,9,7,POLE,C,1,15,0,2,Swap
6,B,9,8,HYGL,E,2,15,0,5,NA
6,B,9,9,TROR,T,2,15,0,8,NA
6,B,10,1,VERO,E,2,15,0,12,Swap
6,B,10,2,ARCA,C,1,15,0,3,NA
6,B,10,3,TROR,C,2,15,0,9,NA
6,B,10,4,VERO,C,3,15,0,7,NA
6,B,10,6,VERO,C,1,15,0,4,NA
6,B,10,7,TRCY,E,2,15,0,10,NA
6,B,10,8,LARO,C,3,15,0,9,NA
6,B,10,9,PEAI,E,2,15,0,9,Plus 1g
6,C,1,1,POLE,C,2,15,0,1,Swap
6,C,1,2,TRCY,E,3,15,0,4,NA
6,C,1,3,TROR,C,1,15,0,8,Swap
6,C,1,4,LARO,E,1,15,0,9,Swap
6,C,1,5,VERO,E,2,15,0,7,NA
6,C,1,6,PEAI,E,3,15,0,12,NA
6,C,1,7,HYGL,C,3,15,0,1,NA
6,C,1,8,HYGL,E,2,15,0,1,Swap. Check which one
6,C,1,9,PEAI,T,1,15,0,9,Plus 2g
6,C,2,1,HYGL,T,2,15,0,0,Swap
6,C,2,2,HYGL,E,1,15,0,2,Swap. Check which one
6,C,2,3,VERO,E,1,15,0,5,NA
6,C,2,4,Blank,Blank,Blank,15,0,NA,NA
6,C,2,5,Blank,Blank,Blank,15,0,NA,NA
6,C,2,6,ARCA,E,1,15,0,4,NA
6,C,2,7,PEAI,T,2,15,0,6,Plus 1g
6,C,2,8,ARCA,T,2,15,0,0,Swap
6,C,2,9,Blank,Blank,Blank,15,0,NA,NA
6,C,3,1,PEAI,C,1,15,0,12,Plus 2g
6,C,3,2,TROR,E,1,15,0,8,NA
6,C,3,3,PEAI,E,4,15,0,4,"Swap. There are two PEAI E1s (this used to be a pole but peai was planted accidentally), renamed  as PEAI E4"
6,C,3,4,PEAI,C,2,15,0,6,NA
6,C,3,5,VERO,C,1,15,0,9,NA
6,C,3,6,TRCY,T,1,15,0,8,Swap
6,C,3,7,TROR,C,3,15,0,10,NA
6,C,3,8,TROR,T,2,15,0,5,Swap
6,C,3,9,VERO,C,2,15,0,2,NA
6,C,4,1,POLE,T,2,15,0,0,Swap
6,C,4,2,ARCA,C,3,15,0,5,Plus 1g
6,C,4,3,LARO,C,2,15,0,1,Swap
6,C,4,4,ARCA,E,3,15,0,3,Swap
6,C,4,5,POLE,C,3,15,0,0,NA
6,C,4,6,TRCY,C,2,15,0,10,NA
6,C,4,7,Blank,Blank,Blank,15,0,NA,NA
6,C,4,8,TRCY,C,1,15,0,5,NA
6,C,4,9,PEAI,E,2,15,0,5,NA
6,C,5,1,HYGL,T,1,15,0,0,Swap
6,C,5,2,TRCY,E,2,15,0,11,Swap
6,C,5,8,TROR,E,2,15,0,6,NA
6,C,5,9,HYGL,C,2,15,0,6,NA
6,C,6,1,Blank,Blank,Blank,15,0,NA,NA
6,C,6,2,VERO,E,3,15,0,6,NA
6,C,6,8,Blank,Blank,Blank,15,0,NA,NA
6,C,6,9,LARO,T,1,15,0,0,Swap
6,C,7,1,POLE,E,1,15,0,0,NA
6,C,7,2,TROR,T,1,15,0,8,Swap
6,C,7,8,HYGL,C,1,15,0,5,NA
6,C,7,9,ARCA,C,1,15,0,4,Swap; plus 1g
6,C,8,1,VERO,T,1,15,0,7,NA
6,C,8,2,LARO,E,3,15,0,8,NA
6,C,8,3,POLE,T,1,15,0,0,NA
6,C,8,4,Blank,Blank,Blank,15,0,NA,NA
6,C,8,6,PEAI,C,3,15,0,3,NA
6,C,8,7,VERO,C,3,15,0,4,NA
6,C,8,8,TROR,E,3,15,0,9,Swap
6,C,8,9,LARO,E,2,15,0,9,NA
6,C,9,1,ARCA,C,2,15,0,9,NA
6,C,9,2,LARO,C,3,15,0,5,NA
6,C,9,3,TRCY,C,3,15,0,8,NA
6,C,9,4,ARCA,E,2,15,0,8,Plus 1g
6,C,9,6,PEAI,E,1,15,0,3,Swap. There are two peai E1s
6,C,9,7,POLE,C,1,15,0,0,NA
6,C,9,8,LARO,T,2,15,0,0,Swap
6,C,9,9,ARCA,T,1,15,0,0,Swap
6,C,10,1,TRCY,E,1,15,0,7,NA
6,C,10,2,VERO,T,2,15,0,5,NA
6,C,10,3,TROR,C,2,15,0,2,NA
6,C,10,4,HYGL,E,3,15,0,6,NA
6,C,10,6,Blank,Blank,Blank,15,0,NA,NA
6,C,10,7,POLE,E,3,15,0,0,NA
6,C,10,8,TRCY,T,2,15,0,6,NA
6,C,10,9,LARO,C,1,15,0,4,NA
7,A,1,1,PEAI,T,1,15,0,5,NA
7,A,1,2,Blank,Blank,Blank,15,0,NA,NA
7,A,1,3,ARCA,E,1,15,0,1,NA
7,A,1,4,PEAI,E,1,15,0,12,NA
7,A,1,5,PEAI,E,2,15,0,4,Swap; plus 1g
7,A,1,6,Blank,Blank,Blank,15,0,NA,NA
7,A,1,7,LARO,E,1,15,0,6,NA
7,A,1,8,HYGL,E,2,15,0,1,NA
7,A,1,9,Blank,Blank,Blank,15,0,NA,NA
7,A,2,1,VERO,E,1,15,0,10,NA
7,A,2,2,Blank,Blank,Blank,15,0,NA,NA
7,A,2,3,ARCA,E,3,15,0,5,NA
7,A,2,4,POLE,E,1,15,0,2,NA
7,A,2,5,TROR,E,2,15,0,11,NA
7,A,2,6,TROR,T,2,15,0,9,NA
7,A,2,7,HYGL,T,2,15,0,0,NA
7,A,2,8,HYGL,C,1,15,0,2,Swap
7,A,2,9,POLE,E,2,15,0,0,NA
7,A,3,1,Blank,Blank,Blank,15,0,NA,NA
7,A,3,2,LARO,C,2,15,0,6,NA
7,A,3,3,POLE,E,3,15,0,0,NA
7,A,3,4,Blank,Blank,Blank,15,0,NA,NA
7,A,3,5,LARO,C,3,15,0,3,NA
7,A,3,6,TROR,E,1,15,0,5,NA
7,A,3,7,HYGL,E,1,15,0,2,NA
7,A,3,8,Blank,Blank,Blank,15,0,NA,NA
7,A,3,9,LARO,E,3,15,0,9,Swap
7,A,4,1,VERO,C,1,15,0,11,NA
7,A,4,2,ARCA,C,3,15,0,0,NA
7,A,4,3,PEAI,C,2,15,0,2,NA
7,A,4,4,VERO,T,2,15,0,3,Swap
7,A,4,5,ARCA,C,1,15,0,1,NA
7,A,4,6,TRCY,T,2,15,0,9,NA
7,A,4,7,VERO,C,2,15,0,3,Swap
7,A,4,8,LARO,T,2,15,0,9,NA
7,A,4,9,PEAI,C,1,15,0,8,NA
7,A,5,1,PEAI,E,3,15,0,6,Plus 1g
7,A,5,2,HYGL,C,2,15,0,5,NA
7,A,5,8,POLE,C,3,15,0,0,NA
7,A,5,9,TROR,E,3,15,0,8,NA
7,A,6,1,TROR,T,1,15,0,9,NA
7,A,6,2,HYGL,C,3,15,0,7,NA
7,A,6,8,POLE,T,2,15,0,0,NA
7,A,6,9,LARO,T,1,15,0,7,Swap
7,A,7,1,POLE,C,2,15,0,0,NA
7,A,7,2,TRCY,C,1,15,0,9,NA
7,A,7,8,TROR,C,3,15,0,10,NA
7,A,7,9,VERO,T,1,15,0,2,NA
7,A,8,1,HYGL,E,3,9,0,0,Only approx. 9 seeds went in
7,A,8,2,TRCY,E,2,15,0,1,NA
7,A,8,3,ARCA,E,2,15,0,0,NA
7,A,8,4,POLE,T,1,15,0,0,NA
7,A,8,6,POLE,C,1,15,0,0,NA
7,A,8,7,ARCA,C,2,15,0,1,NA
7,A,8,8,TRCY,C,3,15,0,9,NA
7,A,8,9,TROR,C,2,15,0,8,NA
7,A,9,1,Blank,Blank,Blank,15,0,NA,NA
7,A,9,2,VERO,C,3,15,0,9,NA
7,A,9,3,LARO,C,1,15,0,5,NA
7,A,9,4,VERO,E,2,15,0,7,NA
7,A,9,6,TRCY,C,2,15,0,9,NA
7,A,9,7,VERO,E,3,15,0,9,NA
7,A,9,8,TRCY,E,3,15,0,10,NA
7,A,9,9,PEAI,C,3,15,0,5,Plus 4g
7,A,10,1,LARO,E,2,15,0,3,NA
7,A,10,2,TRCY,E,1,15,0,5,NA
7,A,10,3,ARCA,T,1,15,0,4,NA
7,A,10,4,TROR,C,1,15,0,7,NA
7,A,10,6,HYGL,T,1,15,0,0,Swap
7,A,10,7,TRCY,T,1,15,0,9,NA
7,A,10,8,PEAI,T,2,15,0,0,Swap
7,A,10,9,ARCA,T,2,15,0,0,NA
7,B,1,1,LARO,T,1,15,0,3,Swap
7,B,1,2,POLE,T,2,15,0,1,NA
7,B,1,3,HYGL,C,1,15,0,5,NA
7,B,1,4,ARCA,C,1,15,0,4,NA
7,B,1,5,ARCA,T,2,15,0,4,NA
7,B,1,6,PEAI,C,2,15,0,15,Plus 3g
7,B,1,7,VERO,C,1,15,0,6,NA
7,B,1,8,HYGL,E,3,15,0,5,Swap
7,B,1,9,Blank,Blank,Blank,15,0,NA,NA
7,B,2,1,POLE,C,2,15,0,0,NA
7,B,2,2,HYGL,T,1,15,0,0,Swap
7,B,2,3,TROR,C,2,15,0,4,NA
7,B,2,4,TROR,C,1,15,0,10,NA
7,B,2,5,TROR,C,3,15,0,9,NA
7,B,2,6,POLE,T,1,15,0,0,NA
7,B,2,7,TRCY,E,2,15,0,11,NA
7,B,2,8,Blank,Blank,Blank,15,0,NA,NA
7,B,2,9,TRCY,T,2,15,0,11,NA
7,B,3,1,Blank,Blank,Blank,15,0,NA,NA
7,B,3,2,Blank,Blank,Blank,15,0,NA,NA
7,B,3,3,ARCA,C,3,15,0,8,Plus 1g
7,B,3,4,POLE,E,3,15,0,0,NA
7,B,3,5,TROR,E,1,15,0,10,NA
7,B,3,6,VERO,E,3,15,0,5,NA
7,B,3,7,Blank,Blank,Blank,15,0,NA,NA
7,B,3,8,LARO,E,3,15,0,11,NA
7,B,3,9,PEAI,T,1,15,0,0,NA
7,B,4,1,VERO,E,1,15,0,6,Swap
7,B,4,2,TROR,T,1,15,0,3,NA
7,B,4,3,TROR,E,2,15,0,2,NA
7,B,4,4,PEAI,C,3,15,0,7,NA
7,B,4,5,POLE,C,3,15,0,0,NA
7,B,4,6,VERO,T,1,15,0,0,Swap
7,B,4,7,LARO,C,1,15,0,6,NA
7,B,4,8,VERO,C,2,15,0,10,NA
7,B,4,9,ARCA,E,3,15,0,5,NA
7,B,5,1,PEAI,C,1,15,0,7,NA
7,B,5,2,Blank,Blank,Blank,15,0,NA,NA
7,B,5,8,LARO,C,3,15,0,7,NA
7,B,5,9,POLE,E,2,15,0,2,NA
7,B,6,1,TROR,E,3,15,0,4,NA
7,B,6,2,POLE,E,1,15,0,0,NA
7,B,6,8,HYGL,E,2,15,0,2,NA
7,B,6,9,LARO,T,2,15,0,5,NA
7,B,7,1,VERO,T,2,15,0,8,Not thinned.
7,B,7,2,TRCY,C,3,15,0,5,NA
7,B,7,8,VERO,E,2,15,0,5,NA
7,B,7,9,LARO,E,1,15,0,8,NA
7,B,8,1,Blank,Blank,Blank,15,0,NA,NA
7,B,8,2,LARO,E,2,15,0,5,Swap
7,B,8,3,TRCY,C,2,15,0,4,NA
7,B,8,4,HYGL,C,2,15,0,6,NA
7,B,8,6,ARCA,C,2,15,0,1,NA
7,B,8,7,PEAI,E,3,15,0,10,Plus 1g
7,B,8,8,POLE,C,1,15,0,6,NA
7,B,8,9,PEAI,E,2,15,0,4,NA
7,B,9,1,TROR,T,2,15,0,1,NA
7,B,9,2,VERO,C,3,15,0,3,NA
7,B,9,3,TRCY,E,3,15,0,5,NA
7,B,9,4,HYGL,E,1,15,0,1,NA
7,B,9,6,HYGL,C,3,15,0,0,NA
7,B,9,7,PEAI,E,1,15,0,11,Plus 2g
7,B,9,8,TRCY,T,1,15,0,11,"Check this? E1? No, I think T1, not sure where this comment came from originally"
7,B,9,9,ARCA,E,1,15,0,10,NA
7,B,10,1,ARCA,T,1,15,0,2,NA
7,B,10,2,LARO,C,2,15,0,6,NA
7,B,10,3,TRCY,C,1,15,0,10,NA
7,B,10,4,Blank,Blank,Blank,15,0,NA,NA
7,B,10,6,HYGL,T,2,15,0,0,NA
7,B,10,7,PEAI,T,2,15,0,8,NA
7,B,10,8,ARCA,E,2,15,0,5,NA
7,B,10,9,TRCY,E,1,15,0,3,Check what this was swapped with - T1?
7,C,1,1,TROR,T,1,15,0,7,NA
7,C,1,2,TROR,T,2,15,0,10,NA
7,C,1,3,Blank,Blank,Blank,15,0,NA,NA
7,C,1,4,Blank,Blank,Blank,15,0,NA,NA
7,C,1,5,ARCA,T,1,15,0,0,Swap
7,C,1,6,ARCA,E,1,15,0,1,Swap
7,C,1,7,POLE,T,2,15,0,0,NA
7,C,1,8,POLE,E,3,15,0,3,NA
7,C,1,9,Blank,Blank,Blank,15,0,NA,NA
7,C,2,1,TRCY,T,2,15,0,8,NA
7,C,2,2,LARO,E,3,15,0,6,NA
7,C,2,3,TROR,E,2,15,0,10,NA
7,C,2,4,TRCY,E,2,15,0,10,NA
7,C,2,5,PEAI,C,3,15,0,4,NA
7,C,2,6,TROR,E,1,15,0,3,NA
7,C,2,7,ARCA,C,1,15,0,1,NA
7,C,2,8,LARO,C,2,15,0,5,NA
7,C,2,9,HYGL,C,1,15,0,2,NA
7,C,3,1,TRCY,C,2,15,0,10,NA
7,C,3,2,POLE,C,1,15,0,0,NA
7,C,3,3,Blank,Blank,Blank,15,0,NA,NA
7,C,3,4,Blank,Blank,Blank,15,0,NA,NA
7,C,3,5,HYGL,E,2,15,0,1,NA
7,C,3,6,PEAI,E,1,15,0,11,Plus 2g
7,C,3,7,PEAI,C,2,15,0,7,NA
7,C,3,8,VERO,E,3,15,0,5,Plus 1g
7,C,3,9,ARCA,C,2,15,0,5,Swap
7,C,4,1,ARCA,E,3,15,0,1,NA
7,C,4,2,TRCY,C,1,15,0,6,NA
7,C,4,3,VERO,T,2,15,0,7,NA
7,C,4,4,TROR,C,3,15,0,7,NA
7,C,4,5,TRCY,T,1,13,0,7,Approx. 2 of 15 seeds blew away
7,C,4,6,HYGL,T,1,15,0,0,Swap
7,C,4,7,VERO,E,1,15,0,8,NA
7,C,4,8,VERO,E,2,15,0,6,NA
7,C,4,9,PEAI,T,1,15,0,10,NA
7,C,5,1,TROR,C,1,15,0,7,NA
7,C,5,2,TRCY,E,1,15,0,12,NA
7,C,5,8,LARO,T,1,15,0,7,NA
7,C,5,9,ARCA,T,2,15,0,0,Swap
7,C,6,1,HYGL,C,2,15,0,1,NA
7,C,6,2,PEAI,E,3,15,0,10,Plus 3g
7,C,6,8,TROR,C,2,15,0,6,NA
7,C,6,9,POLE,C,2,15,0,0,Don't think that much seed went in hole (windy)
7,C,7,1,HYGL,E,1,15,0,10,NA
7,C,7,2,VERO,C,3,15,0,8,NA
7,C,7,8,PEAI,C,1,15,0,5,Plus 1g
7,C,7,9,LARO,T,2,15,0,2,NA
7,C,8,1,LARO,C,1,15,0,6,NA
7,C,8,2,TRCY,C,3,15,0,11,NA
7,C,8,3,PEAI,T,2,15,0,5,NA
7,C,8,4,HYGL,C,3,15,0,0,NA
7,C,8,6,POLE,C,3,15,0,0,NA
7,C,8,7,Blank,Blank,Blank,15,0,NA,NA
7,C,8,8,POLE,E,1,15,0,1,NA
7,C,8,9,POLE,E,2,15,0,0,NA
7,C,9,1,VERO,C,2,15,0,7,NA
7,C,9,2,TRCY,E,3,15,0,11,NA
7,C,9,3,ARCA,C,3,15,0,5,NA
7,C,9,4,HYGL,T,2,15,0,0,"Check position, is it plus one germ? I think it was an ambient HYGL that I thinned and collected"
7,C,9,6,POLE,T,1,15,0,2,NA
7,C,9,7,TROR,E,3,15,0,6,NA
7,C,9,8,LARO,E,1,15,0,6,NA
7,C,9,9,LARO,C,3,15,0,2,NA
7,C,10,1,VERO,C,1,15,0,4,NA
7,C,10,2,PEAI,E,2,15,0,9,NA
7,C,10,3,ARCA,E,2,15,0,1,NA
7,C,10,4,VERO,T,1,15,0,8,Plus 1g
7,C,10,6,Blank,Blank,Blank,15,0,NA,NA
7,C,10,7,Blank,Blank,Blank,15,0,NA,NA
7,C,10,8,HYGL,E,3,15,0,7,Swap
7,C,10,9,LARO,E,2,15,0,12,No seeds
8,A,1,1,TROR,C,3,15,0,5,NA
8,A,1,2,TRCY,C,3,15,0,0,NA
8,A,1,3,POLE,C,2,15,0,0,NA
8,A,1,4,TROR,T,1,15,0,0,NA
8,A,1,5,LARO,T,2,15,0,7,Plus 1g
8,A,1,6,ARCA,C,1,15,0,6,NA
8,A,1,7,Blank,Blank,Blank,15,0,NA,NA
8,A,1,8,TROR,E,2,15,0,1,Plus 1g
8,A,1,9,POLE,T,2,15,0,0,NA
8,A,2,1,Blank,Blank,Blank,15,0,NA,NA
8,A,2,2,PEAI,T,1,15,0,0,NA
8,A,2,3,HYGL,T,1,15,0,0,Swap
8,A,2,4,POLE,C,1,15,0,0,NA
8,A,2,5,Blank,Blank,Blank,15,0,NA,NA
8,A,2,6,ARCA,C,2,15,0,8,NA
8,A,2,7,TRCY,T,1,15,0,0,Swap
8,A,2,8,TRCY,E,3,15,0,1,Swap
8,A,2,9,PEAI,T,2,15,0,1,NA
8,A,3,1,VERO,C,2,15,0,0,NA
8,A,3,2,Blank,Blank,Blank,15,0,NA,NA
8,A,3,3,VERO,T,2,15,0,0,Swap
8,A,3,4,PEAI,C,2,15,0,1,NA
8,A,3,5,POLE,E,2,15,0,0,NA
8,A,3,6,TRCY,C,1,15,0,4,Swap
8,A,3,7,POLE,C,3,15,0,0,NA
8,A,3,8,HYGL,C,3,15,0,5,Swap; plus 1g
8,A,3,9,POLE,E,1,15,0,0,NA
8,A,4,1,LARO,E,3,15,0,3,Swap
8,A,4,2,PEAI,C,3,15,0,7,NA
8,A,4,3,TRCY,E,2,15,0,0,NA
8,A,4,4,VERO,E,1,15,0,1,NA
8,A,4,5,VERO,T,1,15,0,4,NA
8,A,4,6,PEAI,E,2,15,0,4,NA
8,A,4,7,HYGL,E,1,15,0,4,Swap
8,A,4,8,ARCA,T,1,15,0,2,NA
8,A,4,9,PEAI,E,1,15,0,6,Plus 1g
8,A,5,1,LARO,C,1,15,0,6,Swap
8,A,5,2,HYGL,C,1,15,0,1,NA
8,A,5,8,LARO,E,1,15,0,7,NA
8,A,5,9,PEAI,E,3,15,0,6,NA
8,A,6,1,TROR,E,1,15,0,0,NA
8,A,6,2,ARCA,E,3,15,0,8,NA
8,A,6,8,POLE,E,3,15,0,0,NA
8,A,6,9,POLE,T,1,15,0,0,NA
8,A,7,1,TRCY,C,2,15,0,0,NA
8,A,7,2,VERO,E,2,15,0,2,NA
8,A,7,8,ARCA,E,2,15,0,4,Swap
