Row,Column,Species,C_E_or_T,Rep,No_germinants_180720,Notes_180720,Notes_thinning_020820,No_germinants_130820,Budding_or_flowering_130820
1,1,PEAI,T,1,5,,,5,
1,2,PLDE,T,2,NA,,,NA,
1,3,ARCA,E,1,1,,,1,
1,4,PEAI,E,1,12,,,12,
1,5,PEAI,T,2,3,,,3,
1,6,PLDE,C,3,NA,,,NA,
1,7,LARO,E,1,6,,Budding,6,Flowering
1,8,HYGL,E,2,1,,Dead,1,
1,9,PLDE,E,1,NA,,,NA,
2,1,VERO,E,1,10,,,10,
2,2,PLDE,C,1,NA,,,NA,
2,3,ARCA,E,3,5,,,5,
2,4,POLE,E,1,2,,,2,Budding
2,5,TROR,E,2,11,,,11,
2,6,TROR,T,2,9,,,9,
2,7,HYGL,T,2,0,,,0,
2,8,HYGL,T,1,2,Dodder,Dodder,2,
2,9,POLE,E,2,0,,,0,
3,1,PLDE,E,3,NA,,,NA,
3,2,LARO,C,2,6,,Budding,6,Budding
3,3,POLE,E,3,0,,,0,
3,4,PLDE,E,2,NA,,,NA,
3,5,LARO,C,3,3,,,3,
3,6,TROR,E,1,5,,,5,Budding
3,7,HYGL,E,1,2,,,2,
3,8,PLDE,C,2,NA,,,NA,
3,9,LARO,T,1,9,Focal budding,Still budding,9,Budding
4,1,VERO,C,1,11,,,11,
4,2,ARCA,C,3,0,,,0,
4,3,PEAI,C,2,2,,,2,
4,4,VERO,C,2,3,Dodder,Almost dead. Dodder. Swapped with VERO T2,3,
4,5,ARCA,C,1,1,,,1,
4,6,TRCY,T,2,9,,,9,
4,7,VERO,T,2,3,,,3,
4,8,LARO,T,2,9,,,9,Budding
4,9,PEAI,C,1,8,,,8,
5,1,PEAI,E,3,5,,,5,
5,2,HYGL,C,2,5,Two of which are very dead. Focal budding.,Still budding,5,Flowering
5,8,POLE,C,3,0,,,0,
5,9,TROR,E,3,8,,,8,
6,1,TROR,T,1,9,,,9,
6,2,HYGL,C,3,7,,,7,
6,8,POLE,T,2,0,,,0,
6,9,LARO,E,3,7,,Almost dead. Thinned and swapped with LARO T1,7,
7,1,POLE,C,2,0,,,0,
7,2,TRCY,C,1,9,,,9,
7,8,TROR,C,3,10,,,10,
7,9,VERO,T,1,2,Of which one is very dead,,2,
8,1,HYGL,E,3,0,Only approx. 9 seeds went in,,0,
8,2,TRCY,E,2,1,,,1,
8,3,ARCA,E,2,0,,,0,
8,4,POLE,T,1,0,,,0,
8,6,POLE,C,1,0,,,0,
8,7,ARCA,C,2,1,Dodder,Dead,1,
8,8,TRCY,C,3,9,,,9,
8,9,TROR,C,2,8,,,8,
9,1,PLDE,T,1,NA,,,NA,
9,2,VERO,C,3,9,,,9,
9,3,LARO,C,1,5,,Budding,5,Budding
9,4,VERO,E,2,7,,,7,Budding
9,6,TRCY,C,2,9,,,9,
9,7,VERO,E,3,9,,,9,Budding
9,8,TRCY,E,3,10,,,10,
9,9,PEAI,C,3,1,Additional three germinants? Check,Plus four germinants.,5,
10,1,LARO,E,2,3,Focal budding,Still budding,3,Budding
10,2,TRCY,E,1,5,,,5,
10,3,ARCA,T,1,4,,Dead,4,
10,4,TROR,C,1,7,,,7,
10,6,HYGL,C,1,0,,Swapped with HYGL T1,0,
10,7,TRCY,T,1,9,,,9,
10,8,PEAI,E,2,0,,Swapped with PEAI T2,0,
10,9,ARCA,T,2,0,,,0,
