Row,Column,Species,C_E_or_T,Rep,No_germinants_180720,Notes_180720,Notes_thinning_290720,No_germinants_130820,Budding_or_flowering_130820
1,1,POLE,E,3,0,,,0,
1,2,VERO,E,3,12,,,12,
1,3,LARO,C,3,3,Dodder,,3,Flowering
1,4,VERO,E,1,9,Dodder,,9,
1,5,POLE,C,3,0,,,0,
1,6,LARO,E,3,5,Dodder,,5,
1,7,PLDE,C,3,12,,,12,
1,8,VERO,C,2,8,,Dodder,8,
1,9,POLE,C,2,0,,,0,
2,1,ARCA,T,2,5,,,5,
2,2,ARCA,C,3,9,,Swapped with ARCA E1 - accidentally thinned!,9,
2,3,LARO,E,1,1,,,1,
2,4,POLE,E,2,0,,,0,
2,5,TRCY,C,1,9,,,9,
2,6,ARCA,C,1,4,Dodder,Almost entirely dead. Swapped with ARCA T1,4,
2,7,ARCA,E,1,4,,,4,
2,8,TROR,C,2,4,,,4,
2,9,TRCY,T,1,2,,,2,
3,1,TROR,C,3,3,,,3,
3,2,TRCY,C,3,4,,,4,
3,3,TRCY,T,2,7,,,7,
3,4,PEAI,T,1,7,,,7,
3,5,VERO,T,1,8,,,8,
3,6,TROR,E,2,8,,,8,
3,7,HYGL,C,1,4,Dodder,,4,
3,8,PLDE,E,2,5,,,5,
3,9,ARCA,C,2,5,,,5,
4,1,LARO,C,2,5,Dodder,,5,
4,2,PEAI,E,3,1,Dodder,,1,
4,3,POLE,E,1,0,,,0,
4,4,HYGL,E,1,2,,,2,Budding
4,5,POLE,C,1,0,,,0,
4,6,TRCY,E,1,9,,,9,
4,7,ARCA,E,2,5,,,5,
4,8,TROR,E,3,0,,Swapped with TROR T1,0,
4,9,PEAI,C,2,1,,0,1,
5,1,LARO,T,2,3,,,3,
5,2,POLE,T,2,0,,,0,
5,8,LARO,E,2,3,,,3,Flowering
5,9,HYGL,E,2,0,,Swapped with HYGL T1,0,
6,1,HYGL,T,1,2,1 of which very dead,Dodder,2,
6,2,VERO,T,2,0,,,0,
6,8,TRCY,E,3,7,,,7,
6,9,VERO,C,1,0,,Swapped with VERO T1,0,
7,1,LARO,C,1,1,,,1,
7,2,ARCA,E,3,4,,,4,
7,8,PLDE,C,1,6,,,6,
7,9,PEAI,C,1,1,,,1,
8,1,Blank,NA,NA,NA,,,NA,
8,2,HYGL,T,2,2,,Budding,2,Budding
8,3,TRCY,E,2,7,,,7,
8,4,PEAI,T,2,0,,,0,
8,6,PLDE,C,2,0,,Swapped with PLDE T1,0,
8,7,PLDE,T,1,5,,,5,
8,8,HYGL,C,3,4,,,4,
8,9,PEAI,E,2,7,,,7,
9,1,LARO,T,1,0,,,0,
9,2,PLDE,E,1,5,,,5,
9,3,PLDE,E,3,8,,,8,
9,4,PEAI,C,3,5,,,5,
9,6,TROR,T,1,5,,,5,
9,7,TROR,C,1,8,,,8,
9,8,VERO,C,3,12,,,12,
9,9,VERO,E,2,7,,,7,
10,1,TROR,T,2,10,,Dead,10,
10,2,TROR,E,1,8,,,8,
10,3,HYGL,C,2,1,,,1,
10,4,HYGL,E,3,0,,Swapped with HYGL T2,0,
10,6,TRCY,C,2,8,,,8,
10,7,ARCA,T,1,8,,,8,
10,8,PEAI,E,1,5,,,5,
10,9,POLE,T,1,0,,,0,
